"","city","id","type","squareMeters","rooms","floorCount","buildYear","latitude","longitude","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"1","Białystok","eaf94159601594546baad7be6e05a5ab","apartamentowiec",41.62,2,9,2017,53.1386054641468,23.160261808641,1.16,28,0.353,0.237,0.367,0.182,0.208,0.587,0.314,"yes","yes","yes","yes","no",530000,292600
"2","Białystok","1702564ecc190882d6e273f56712c598","blok mieszkalny",39,2,4,1979,53.1319,23.1367,0.59,13,0.346,0.408,0.207,0.175,0.387,0.371,0.179,"no","yes","no","no","yes",320000,292600
"3","Białystok","4158d8ca9bf625cb4fbbe8e6778162f8","blok mieszkalny",62.8,3,4,1979,53.1376052,23.1861666,2.77,12,0.192,0.514,0.481,0.275,0.325,1.02,0.223,"no","yes","no","no","yes",425000,292600
"4","Białystok","a77b54540f80df1e171359ba970ad914","blok mieszkalny",30.2,2,4,1972,53.14089384,23.09676862,3.34,3,0.972,1.16,0.661,0.389,0.28,2.665,0.302,"no","no","no","no","yes",310000,292600
"5","Białystok","133e6feb276cec6b0f90e82ac4cd3014","blok mieszkalny",60,3,4,1985,53.1515,23.1181,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"no","yes","no","no","yes",420000,292600
"6","Białystok","7e440b7f6b7a040c3c38b5ab638841af","blok mieszkalny",75.47,4,8,2010,53.10227725,23.13652953,3.5,2,0.748,0.781,0.908,0.074,0.822,2.496,0.379,"no","yes","yes","no","no",556000,292600
"7","Białystok","8cdec4ee476baab83146f22df96abc90","blok mieszkalny",52.3,2,4,1986,53.1231572,23.10064807,3.18,14,0.327,1.622,0.11,0.108,0.337,1.571,0.301,"no","yes","no","no","yes",375000,292600
"8","Białystok","315ae48d5904248dbb72711ce015953e","blok mieszkalny",48.3,2,3,1951,53.13484417,23.16374923,1.25,56,0.137,0.275,0.285,0.189,0.049,0.726,0.165,"no","no","no","no","yes",380000,292600
"9","Białystok","ea0c6b5c2262645f5485240bd58a7774","blok mieszkalny",58,2,4,1963,53.1352705,23.1360974,0.65,14,0.425,0.284,0.224,0.434,0.024,0.347,0.078,"yes","yes","no","no","yes",389000,292600
"10","Białystok","d686371a0256fbaf9db989fb956e5322","apartamentowiec",66.09,3,15,2017,53.1502144,23.1599146,2.12,5,0.474,1.049,0.375,0.515,0.241,1.188,0.348,"no","yes","yes","no","yes",749000,292600
"11","Białystok","ba8e6e8eb23e05b83572debe6b5d039c","blok mieszkalny",57.86,3,4,1974,53.14311623,23.17746034,2.41,19,0.096,0.367,0.073,0.193,0.17,0.536,0.087,"no","yes","no","no","yes",420000,292600
"12","Białystok","7e2af3e8ba76542a21f95554c98f5cac","blok mieszkalny",64.2,3,3,2002,53.11401937,23.14082816,2.17,13,0.391,0.561,0.224,0.347,0.078,1.529,0.146,"no","yes","no","no","yes",599000,292600
"13","Białystok","3bfb8655a41d8d5504538aa703409046","apartamentowiec",62,3,7,2022,53.09787,23.13361,4.02,1,0.685,1.273,0.796,0.453,1.246,2.915,0.512,"no","no","yes","no","no",679000,292600
"14","Białystok","bcbfcb75bad79c035577c98a14150aaa","blok mieszkalny",58.5,3,4,1997,53.1351136,23.1724069,1.82,30,0.135,0.424,0.121,0.347,0.203,0.543,0.148,"no","yes","no","no","yes",480000,292600
"15","Białystok","33be56b51269218473d937476c8bf31a","blok mieszkalny",100.4,4,4,2008,53.1058,23.1213,3.46,8,0.437,0.827,0.3,0.219,0.637,1.974,0.31,"yes","yes","no","no","yes",699000,292600
"16","Białystok","42894255db66eefbb291d38a837b5e48","apartamentowiec",61,3,8,2016,53.139,23.1408,0.7,13,0.1,0.295,0.532,0.332,0.146,0.547,0.336,"yes","yes","yes","yes","yes",579000,292600
