"","city","id","type","squareMeters","rooms","floorCount","buildYear","latitude","longitude","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"1","Białystok","727ac36dd8e0afe91798094f56cb907a","blok mieszkalny",48,3,4,1977,53.12813,23.08494,4.07,8,0.131,0.633,0.332,0.631,0.527,2.67,0.223,"no","yes","no","no","no",299000,292600
"2","Białystok","845b1960cb34d107d22f71183cec290c","blok mieszkalny",48,3,10,1970,53.1376779,23.1217826,1.64,7,0.342,0.71,0.881,0.148,0.122,1.337,0.304,"no","yes","yes","no","yes",339000,292600
"3","Białystok","500f39380a3e0367df357cb58edfdfcd","blok mieszkalny",59.7,3,11,1982,53.153605,23.1215062,2.75,17,0.344,0.317,0.517,0.063,0.069,2.527,0.019,"no","yes","yes","no","yes",419000,292600
"4","Białystok","aa8e2a34c5e4b801b523588947b074eb","blok mieszkalny",63.74,3,4,1960,53.13501161,23.16321938,1.21,61,0.171,0.246,0.322,0.151,0.053,0.725,0.135,"no","no","no","no","yes",509000,292600
"5","Białystok","1702564ecc190882d6e273f56712c598","blok mieszkalny",39,2,4,1979,53.1319,23.1367,0.59,13,0.346,0.408,0.207,0.175,0.387,0.371,0.179,"no","yes","no","no","yes",309000,292600
"6","Białystok","beae7744ddf01ab9f058f28c9332061b","blok mieszkalny",83.1,4,4,1991,53.1372677,23.1683069,1.6,41,0.092,0.66,0.306,0.253,0.002,0.363,0.106,"no","yes","no","no","yes",530000,292600
"7","Białystok","4158d8ca9bf625cb4fbbe8e6778162f8","blok mieszkalny",62.8,3,4,1979,53.1376052,23.1861666,2.77,12,0.192,0.514,0.481,0.275,0.325,1.02,0.223,"no","yes","no","no","yes",425000,292600
"8","Białystok","a77b54540f80df1e171359ba970ad914","blok mieszkalny",30.2,2,4,1972,53.14089384,23.09676862,3.34,3,0.972,1.16,0.661,0.389,0.28,2.665,0.302,"no","no","no","no","yes",310000,292600
"9","Białystok","133e6feb276cec6b0f90e82ac4cd3014","blok mieszkalny",60,3,4,1985,53.1515,23.1181,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"no","yes","no","no","yes",420000,292600
"10","Białystok","7e440b7f6b7a040c3c38b5ab638841af","blok mieszkalny",75.47,4,8,2010,53.10227725,23.13652953,3.5,2,0.748,0.781,0.908,0.074,0.822,2.496,0.379,"no","yes","yes","no","no",556000,292600
"11","Białystok","ea0c6b5c2262645f5485240bd58a7774","blok mieszkalny",58,2,4,1963,53.13441373,23.12004089,1.69,4,0.376,0.829,0.731,0.527,0.406,1.248,0.278,"yes","yes","no","no","yes",389000,292600
"12","Białystok","ba8e6e8eb23e05b83572debe6b5d039c","blok mieszkalny",57.86,3,4,1974,53.14311623,23.17746034,2.41,19,0.096,0.367,0.073,0.193,0.17,0.536,0.087,"no","yes","no","no","yes",420000,292600
"13","Białystok","7e2af3e8ba76542a21f95554c98f5cac","blok mieszkalny",64.2,3,3,2002,53.11401937,23.14082816,2.17,13,0.391,0.561,0.224,0.347,0.078,1.529,0.146,"no","yes","no","no","yes",599000,292600
"14","Białystok","bcbfcb75bad79c035577c98a14150aaa","blok mieszkalny",58.5,3,4,1997,53.1351136,23.1724069,1.82,30,0.135,0.424,0.121,0.347,0.203,0.543,0.148,"no","yes","no","no","yes",480000,292600
"15","Białystok","33be56b51269218473d937476c8bf31a","blok mieszkalny",100.4,4,4,2008,53.1058,23.1213,3.46,8,0.437,0.827,0.3,0.219,0.637,1.974,0.31,"yes","yes","no","no","yes",699000,292600
"16","Białystok","5c396487e3416c52eb482d853f63d19a","apartamentowiec",62,4,4,2019,53.1434,23.1405,1.16,13,0.314,0.386,0.521,0.166,0.32,1.037,0.322,"no","yes","yes","no","yes",519000,292600
"17","Białystok","019270e45b9892e83950166d59057e32","apartamentowiec",57,3,9,2015,53.1396,23.174,2.04,26,0.33,0.64,0.524,0.07,0.099,0.179,0.078,"no","yes","yes","no","yes",649000,292600
"18","Białystok","fd895a46270e1f596e2c1a737a6d5676","blok mieszkalny",48,2,4,1980,53.1519,23.1211,2.62,22,0.157,0.383,0.373,0.113,0.123,2.381,0.18,"no","yes","no","no","yes",295000,292600
"19","Białystok","1c0ddf94984aacd5bfbb1b2d03f63a8f","blok mieszkalny",32,2,4,1976,53.1161,23.1385,1.97,14,0.273,0.72,0.338,0.261,0.166,1.259,0.35,"no","no","no","no","yes",309000,292600
"20","Białystok","6d6911a2c01b3c25c3480334a36f8df4","blok mieszkalny",41.81,2,3,2006,53.1329337,23.19946694,3.62,8,0.66,0.227,0.079,0.221,0.239,2.029,0.063,"no","no","no","no","yes",369000,292600
"21","Białystok","8714ed74038dd56c9a15e126e056b83d","apartamentowiec",67.55,3,13,2012,53.12349577,23.1717968,2.08,28,0.121,0.197,0.195,0.205,0.108,0.765,0.067,"yes","no","yes","no","yes",698000,292600
"22","Białystok","9b3bc80005c8917baaf8224b59de4d47","apartamentowiec",44,2,15,2011,53.15071607,23.15793915,2.11,6,0.371,1.191,0.511,0.386,0.101,1.302,0.205,"no","yes","yes","no","no",497000,292600
"23","Białystok","98ef85df8b7f6b317ed34824eb362c41","blok mieszkalny",47,2,4,1965,53.12519575,23.17128198,1.96,24,0.221,0.167,0.041,0.133,0.083,0.66,0.025,"no","yes","no","no","yes",434000,292600
"24","Białystok","abdb7ae7f4d902168ab3bf7438ed3905","blok mieszkalny",62.6,3,4,1980,53.1301,23.1789,2.27,23,0.241,0.337,0.207,0.136,0.227,1.198,0.286,"yes","yes","no","no","yes",530000,292600
"25","Białystok","81af23ca552506850f8d1756ef40c868","apartamentowiec",67.55,3,13,2012,53.1275663,23.1776288,2.25,27,0.131,0.27,0.307,0.227,0.187,1.06,0.265,"no","yes","yes","yes","yes",698000,292600
"26","Białystok","9c9e5f1418420a68873df2e783358f33","blok mieszkalny",58.4,3,3,1985,53.12796,23.10673,2.64,6,0.127,1.649,0.615,0.143,0.321,1.267,0.343,"no","no","no","no","no",419000,292600
"27","Białystok","ff0f4ddf19ccac4ba60f1fc3b4e99694","blok mieszkalny",59.7,3,11,1983,53.15323977,23.11982519,2.79,20,0.289,0.226,0.415,0.157,0.107,2.553,0.1,"no","yes","yes","no","yes",340000,292600
"28","Białystok","c4cd28b219c0773577786ab325bcd24e","blok mieszkalny",46,2,10,1971,53.13658152,23.15864091,0.96,50,0.255,0.143,0.128,0.22,0.236,0.795,0.17,"no","yes","yes","no","yes",420000,292600
"29","Białystok","c7b046cc4582dd11b6d2d179be0031fc","blok mieszkalny",46.2,2,10,1973,53.1373096,23.1216873,1.63,7,0.345,0.707,0.905,0.187,0.136,1.332,0.289,"no","yes","yes","no","no",310000,292600
"30","Białystok","7ca1e51f2cb6d560cf7e954372fe6b4a","blok mieszkalny",53.9,2,2,1997,53.14615,23.10079,3.29,7,0.65,1.398,0.381,0.458,0.407,2.966,0.442,"no","yes","no","yes","yes",459000,292600
"31","Białystok","0bd2d80e72b1f81c8672d894d19ac9f6","blok mieszkalny",67.3,3,4,1989,53.1225756,23.0975046,3.4,15,0.325,1.539,0.2,0.281,0.32,1.783,0.215,"no","yes","no","no","yes",439000,292600
"32","Białystok","07e912db5852aaef7910ad88a4984f3a","blok mieszkalny",62.1,4,4,1973,53.1334,23.1941,3.26,16,0.312,0.368,0.264,0.148,0.196,1.681,0.218,"no","yes","no","no","yes",450000,292600
"33","Białystok","652e587448a90f351c0debca016ddcb7","blok mieszkalny",60.5,3,2,1988,53.15,23.1513,1.9,7,0.179,1.41,0.613,0.07,0.395,1.527,0.298,"yes","yes","no","no","yes",449000,292600
"34","Białystok","46a3fc1f5911ed43ffdce728b25fde30","blok mieszkalny",36.6,2,4,1965,53.127,23.1606,1.24,30,0.33,0.177,0.403,0.133,0.073,0.081,0.068,"no","yes","no","no","yes",299000,292600
"35","Białystok","fd8e42a39a24b12b80c39261338506ec","blok mieszkalny",65,3,4,1993,53.1298,23.0886,3.8,9,0.388,0.54,0.258,0.344,0.222,2.477,0.119,"yes","yes","no","no","yes",380000,292600
"36","Białystok","ea3ca57b8536f096edc617268fc796fd","blok mieszkalny",37,2,4,1970,53.1411,23.1265,1.52,11,0.133,0.421,0.478,0.282,0.546,1.238,0.477,"yes","no","no","no","yes",369000,292600
"37","Białystok","2d82d878fd9adc65c3ff5cd0f6dcb1ed","blok mieszkalny",62,4,4,1973,53.1334,23.1941,3.26,16,0.312,0.368,0.264,0.148,0.196,1.681,0.218,"yes","yes","no","no","yes",450000,292600
"38","Białystok","d8ab3dd00176674a28f28971798b4836","blok mieszkalny",49,2,4,1965,53.1361,23.1578,0.89,57,0.239,0.092,0.052,0.2,0.223,0.865,0.167,"yes","yes","no","no","yes",475000,292600
"39","Białystok","027cf3f9684ca133fdbdc1420d428187","blok mieszkalny",55,3,4,1970,53.1421,23.13819,1.08,20,0.31,0.185,0.32,0.046,0.145,0.91,0.114,"no","yes","no","no","yes",469000,292600
"40","Białystok","37e00104d442fcfcbbace84bc2e1d064","blok mieszkalny",32.9,2,4,1975,53.12106,23.14179,1.39,10,0.28,0.76,0.154,0.23,0.394,1.205,0.157,"no","no","no","no","yes",325000,292600
"41","Białystok","d8b1a271131e488b2d87dc29e345144c","blok mieszkalny",61.85,3,4,1989,53.10466,23.12361,3.5,6,0.625,0.934,0.28,0.173,0.706,2.092,0.218,"no","yes","no","no","yes",392000,292600
"42","Białystok","229c9c2d1d1c8886b7bf558e052fe69a","blok mieszkalny",65,3,5,1991,53.1398,23.14034,0.79,15,0.137,0.225,0.469,0.299,0.141,0.637,0.253,"no","yes","no","no","yes",389000,292600
"43","Białystok","fa76303f8d5cc202f4dbb3babf263ee3","blok mieszkalny",58,3,4,1978,53.1388,23.1863,2.8,10,0.325,0.61,0.581,0.217,0.454,1.003,0.325,"yes","yes","no","no","yes",379000,292600
"44","Białystok","b9a56e4f737694438fb39d2cc6f97989","blok mieszkalny",60,3,4,1987,53.1515,23.1181,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"yes","yes","no","no","yes",440000,292600
"45","Białystok","65d62aa0a83374f0b08f481a80716cc7","blok mieszkalny",70,4,3,1980,53.128,23.10437,2.79,8,0.248,1.503,0.54,0.078,0.31,1.415,0.28,"no","yes","no","no","yes",449000,292600
"46","Białystok","217030acdbe24c34b18e5e5c56f920bd","blok mieszkalny",74.3,4,4,1992,53.13166,23.14425,0.2,26,0.11,0.069,0.307,0.415,0.206,0.258,0.111,"no","yes","no","yes","yes",599000,292600
"47","Białystok","adf0abc5a57805013ca36ec72c1d7ead","blok mieszkalny",60,3,3,2018,53.13514,23.17897,2.26,21,0.188,0.08,0.118,0.06,0.274,0.737,0.077,"no","yes","no","yes","yes",660000,292600
"48","Białystok","1b6db2ffe68479ccda41bc3f8b03946d","blok mieszkalny",71.5,3,4,1998,53.14523,23.10127,3.22,6,0.618,1.443,0.298,0.565,0.344,2.862,0.36,"no","yes","no","yes","yes",629000,292600
"49","Białystok","ab68311707a080807b89d63af364d3c4","blok mieszkalny",50.8,2,4,2004,53.13427,23.17399,1.92,24,0.159,0.312,0.072,0.246,0.075,0.656,0.008,"no","yes","no","yes","yes",459000,292600
"50","Białystok","b745028a51a0488cea77da06ee508b97","blok mieszkalny",59.8,3,10,1988,53.144,23.1158,2.29,7,0.379,0.608,0.173,0.2,0.221,2.005,0.593,"yes","yes","yes","no","yes",399000,292600
"51","Białystok","915c95d7ef139db7e35fb1bf140ae00d","apartamentowiec",66.37,4,13,2012,53.1275663,23.1776288,2.25,27,0.131,0.27,0.307,0.227,0.187,1.06,0.265,"no","no","yes","no","no",719000,292600
"52","Białystok","73e99d412b86b4d6d31fdf9995e0c11e","blok mieszkalny",50.5,2,4,1991,53.1271,23.1026,2.93,8,0.399,1.446,0.411,0.152,0.265,1.496,0.38,"no","yes","no","no","yes",380000,292600
"53","Białystok","f0a88c79fd72764a635987a8bbcf4d67","blok mieszkalny",38.1,2,4,2001,53.1055193,23.1153354,3.68,2,0.465,1.017,0.688,0.618,0.716,2.082,0.144,"no","yes","no","no","yes",335000,292600
"54","Białystok","7bb3d349f265cd6bf647e443f4b818dd","blok mieszkalny",39,2,11,1980,53.1390422,23.1856514,2.77,11,0.348,0.602,0.576,0.194,0.471,0.957,0.326,"no","yes","yes","no","yes",355000,292600
"55","Białystok","6ddb10116692431e18e0ad227b96526d","blok mieszkalny",53.5,2,4,1962,53.1244,23.1755,2.25,28,0.075,0.42,0.259,0.047,0.255,0.955,0.242,"yes","yes","no","no","yes",420000,292600
"56","Białystok","6cad41cb984e950cad85d65d4a20256e","blok mieszkalny",67.3,3,3,1991,53.1300936,23.09131122,3.62,8,0.284,0.638,0.41,0.283,0.077,2.314,0.069,"no","yes","no","no","yes",374000,292600
"57","Białystok","1f3a5735b5c5050a37b4e70a15c2a1d0","blok mieszkalny",54.8,3,4,1970,53.14051529,23.13994158,0.87,14,0.138,0.183,0.424,0.229,0.105,0.718,0.189,"no","yes","no","no","yes",469000,292600
"58","Białystok","e8012c012322bb4ad809614f2ec58985","blok mieszkalny",48,3,4,1983,53.15262911,23.11970165,2.74,20,0.221,0.26,0.356,0.088,0.119,2.501,0.143,"no","yes","no","no","yes",360000,292600
"59","Białystok","5924b3b0a465546bbf22c9c00ec39816","blok mieszkalny",48.5,3,11,1979,53.1462169,23.1518331,1.5,8,0.306,1.03,0.197,0.391,0.438,1.252,0.08,"no","no","yes","no","yes",365000,292600
"60","Białystok","b3d72ab8e4ee2b437ef052220db42e2e","blok mieszkalny",58,3,4,1970,53.1409227,23.1256683,1.55,9,0.125,0.429,0.534,0.258,0.49,1.27,0.531,"no","yes","no","no","yes",390000,292600
"61","Białystok","ea4ec2ea401b54a60ec53ffa083fbc78","blok mieszkalny",65.6,4,11,1975,53.1404743,23.1408449,0.85,15,0.078,0.243,0.484,0.262,0.165,0.711,0.247,"no","no","yes","no","yes",580000,292600
"62","Białystok","164e5b2eb40f888d7a1b16f82e24906e","blok mieszkalny",48,3,4,1977,53.1390422,23.1856514,2.77,11,0.348,0.602,0.576,0.194,0.471,0.957,0.326,"no","yes","no","no","yes",340000,292600
"63","Białystok","a39ac2796ef6f6d340951071473d20cc","apartamentowiec",57.84,3,8,2013,53.1401197,23.1067808,2.67,8,0.667,1.309,0.385,0.291,0.394,2.185,0.372,"yes","no","yes","no","no",599000,292600
"64","Białystok","302aee0d87e19d023588201cb5a3788b","blok mieszkalny",46.09,2,8,2012,53.13935698,23.10167313,2.98,3,0.918,1.33,0.567,0.093,0.141,2.319,0.13,"no","no","yes","no","no",485000,292600
"65","Białystok","ce264fbcabce2dc2810efb3e4aa1efb2","blok mieszkalny",48.6,3,4,1975,53.12016233,23.14098358,1.49,9,0.167,0.871,0.211,0.126,0.31,1.18,0.199,"yes","yes","no","no","yes",365000,292600
"66","Białystok","d05594fcab657bbd3f3e4c3533fca56d","blok mieszkalny",60.3,3,4,1981,53.1562455,23.1216826,2.99,8,0.179,0.392,0.758,0.263,0.362,2.778,0.305,"no","yes","no","no","yes",459000,292600
"67","Białystok","85ea7801658dc5d7a28f28b4b1fe0603","blok mieszkalny",48.5,3,4,1980,53.1492765,23.1222919,2.34,28,0.216,0.421,0.41,0.345,0.25,2.097,0.174,"no","yes","no","no","yes",375000,292600
"68","Białystok","20261e71562efe09a409024429172c75","blok mieszkalny",37.9,2,10,1977,53.1324803,23.1374984,0.53,14,0.324,0.325,0.19,0.211,0.338,0.289,0.096,"yes","yes","yes","no","yes",309000,292600
"69","Białystok","57cdfae8cdda45b2614465fd6ad374a7","blok mieszkalny",41.8,2,4,1973,53.1410235,23.1372475,1.01,19,0.232,0.053,0.239,0.181,0.083,0.81,0.021,"yes","yes","no","no","yes",315000,292600
"70","Białystok","eb6d68d8da9b4bb292ccc1c330fd7e1f","blok mieszkalny",35.41,2,11,2023,53.1361746,23.172318,1.83,38,0.136,0.465,0.238,0.229,0.234,0.426,0.193,"no","no","yes","no","no",459000,292600
"71","Białystok","4e47c8315fcaeecbdfc0b7972b8c08e1","blok mieszkalny",59.8,3,9,1988,53.1455384,23.1171959,2.31,14,0.269,0.516,0.242,0.209,0.17,2.031,0.469,"no","yes","yes","no","yes",459000,292600
"72","Białystok","1c676b8e8bd17a314412c3c1bba61bd0","kamienica",47.61,2,3,1958,53.1327673,23.1512825,0.41,55,0.212,0.356,0.266,0.105,0.02,0.413,0.121,"no","yes","no","no","yes",380000,292600
"73","Białystok","1113b8d9ca8ef2eee2c05400660174dc","blok mieszkalny",60,2,3,2004,53.1100621,23.1271393,2.86,12,0.594,0.395,0.366,0.101,0.306,1.504,0.23,"no","yes","no","no","yes",489000,292600
"74","Białystok","1b90782fa9f75ca8a20f99cdbe800378","blok mieszkalny",36.2,2,8,1990,53.1096,23.1266,2.92,13,0.553,0.423,0.307,0.075,0.325,1.551,0.177,"yes","yes","yes","no","yes",306000,292600
"75","Białystok","94edf64a625df944cbbf7363b91452d3","blok mieszkalny",52.3,2,4,1986,53.1199,23.1044,3.11,8,0.184,1.512,0.312,0.093,0.112,1.379,0.312,"yes","yes","no","no","yes",390000,292600
"76","Białystok","2f33c5727f239266d094db87dee1b727","blok mieszkalny",54,3,4,1970,53.1429,23.1346,1.28,21,0.232,0.314,0.206,0.188,0.293,1.067,0.244,"yes","yes","no","no","yes",469000,292600
"77","Białystok","8f8194a4d68ca1dee9782efe845126f6","blok mieszkalny",48.4,2,4,1979,53.1531549,23.1336636,2.33,7,0.458,0.457,0.143,0.043,0.493,2.175,0.513,"no","yes","no","no","yes",365000,292600
"78","Białystok","2ccc0a5460176853397d51ea56e2cb50","blok mieszkalny",49.16,2,3,1960,53.1361194,23.15727,0.86,55,0.213,0.063,0.026,0.226,0.25,0.832,0.198,"no","yes","no","no","yes",475000,292600
"79","Białystok","b7beea8a933694285185794eaa7187b1","apartamentowiec",41,2,8,2023,53.1518303,23.1579694,2.22,8,0.27,1.256,0.594,0.376,0.096,1.408,0.197,"no","yes","yes","no","no",379900,292600
"80","Białystok","72aa1387d46f133f1e779b520006e921","blok mieszkalny",61.65,3,6,2016,53.1454544,23.12983775,1.69,19,0.163,0.259,0.544,0.343,0.144,1.464,0.163,"yes","yes","yes","no","yes",630000,292600
"81","Białystok","f39c56931f29f6498244caad7082aac7","blok mieszkalny",45.2,3,4,1961,53.12351,23.17071,2.02,27,0.11,0.137,0.209,0.134,0.158,0.702,0.103,"no","yes","no","no","yes",475000,292600
"82","Białystok","d61bb898e5d83a412cc9688204799e88","blok mieszkalny",48.8,2,4,1979,53.13650692,23.18701505,2.81,18,0.114,0.503,0.385,0.27,0.249,1.111,0.237,"no","yes","no","no","yes",329000,292600
"83","Białystok","1c56bdb8d1a58fbecdb131c1b59e9457","blok mieszkalny",38,2,2,2000,53.1362,23.177,2.14,26,0.037,0.226,0.288,0.12,0.247,0.561,0.155,"no","no","no","yes","yes",345000,292600
"84","Białystok","fcf1b9c68d1c269856a38731f10a1c9f","blok mieszkalny",35.8,2,4,1990,53.13,23.0967,3.26,9,0.418,0.946,0.438,0.493,0.309,1.973,0.27,"yes","yes","no","no","yes",319000,292600
"85","Białystok","d9651672e1aacb54680259a93be558bf","blok mieszkalny",54.7,3,4,1970,53.1438891,23.132717,1.44,21,0.253,0.477,0.313,0.158,0.131,1.22,0.117,"no","no","no","no","yes",380000,292600
"86","Białystok","3e1b2f753fa27eaccbb2733aac9a15db","blok mieszkalny",29.95,2,3,2014,53.1397,23.1753,2.13,26,0.253,0.628,0.478,0.06,0.034,0.262,0.044,"yes","yes","no","yes","yes",359000,292600
"87","Białystok","d278993c8d2cb3406ceb722b580908bc","blok mieszkalny",31.8,1,3,2000,53.15525095,23.19886858,4.33,1,1.154,1.987,0.161,0.785,0.715,2.5,0.789,"no","yes","no","no","yes",270000,292600
"88","Białystok","666688015f7fc5a886574d36b4ec07bb","blok mieszkalny",46,2,3,1965,53.1328157,23.1417805,0.24,20,0.105,0.175,0.213,0.337,0.142,0.152,0.219,"no","yes","no","no","yes",429000,292600
"89","Białystok","e03317a95e679eb0a7674247cc48e684","kamienica",54,2,3,1955,53.1337122,23.1513515,0.41,51,0.154,0.351,0.223,0.168,0.092,0.399,0.072,"yes","no","no","no","yes",399000,292600
"90","Białystok","3234addb5a9daeec87eba7ac490eee38","blok mieszkalny",39.8,2,3,1997,53.11244485,23.14300952,2.33,11,0.515,0.537,0.352,0.339,0.204,1.755,0.116,"no","yes","no","no","yes",375000,292600
"91","Białystok","2f50a122a4ee617b14feebecb0b81f97","blok mieszkalny",74.8,4,4,1997,53.13462016,23.18475718,2.64,23,0.154,0.316,0.275,0.189,0.034,1.071,0.218,"no","yes","no","no","yes",524000,292600
"92","Białystok","0ec56859664bc2530f6dafa271f39c7e","blok mieszkalny",51.8,2,3,1996,53.1154,23.136,2.09,11,0.261,0.627,0.285,0.363,0.034,1.194,0.476,"no","yes","no","no","yes",485000,292600
"93","Białystok","27fc2d3c6edf5caae9a31dd9b5a77c00","blok mieszkalny",63.25,3,7,2010,53.1486367,23.1376095,1.77,6,0.365,0.782,0.621,0.488,0.557,1.633,0.531,"no","yes","yes","no","yes",599000,292600
"94","Białystok","522b3f23fc92091def155c80dd88444e","blok mieszkalny",47.8,2,4,1991,53.14820804,23.11781269,2.47,17,0.124,0.596,0.238,0.363,0.073,2.2,0.222,"no","yes","no","no","yes",320000,292600
"95","Białystok","6a31473c4297e69358a7947e16c71e6e","kamienica",77.17,3,3,1950,53.1346389,23.16042584,1.02,65,0.3,0.059,0.265,0.049,0.021,0.861,0.076,"no","yes","no","no","yes",698000,292600
"96","Białystok","fc9a0990a545500a17ca5d10a2ddbee4","blok mieszkalny",44,2,4,1969,53.1234975,23.16933932,1.94,24,0.1,0.095,0.259,0.049,0.237,0.627,0.184,"no","yes","no","no","yes",436000,292600
"97","Białystok","b1ac08ea7a6738a5e87ac72ec0ce9504","blok mieszkalny",62,4,4,1975,53.13945872,23.16986517,1.78,29,0.167,0.695,0.302,0.188,0.134,0.116,0.148,"no","yes","no","no","yes",5e+05,292600
"98","Białystok","d1ebefa8986cfb481efccc19e78d7f94","blok mieszkalny",47.9,2,2,1985,53.1535756,23.1136802,3.08,7,0.512,0.224,0.35,0.427,0.301,2.828,0.455,"no","no","no","no","no",330000,292600
"99","Białystok","8dfa2d63baea89336e39fa01ce3b0dfc","blok mieszkalny",41.3,2,7,2019,53.1321172,23.1368008,0.58,12,0.347,0.387,0.208,0.191,0.364,0.35,0.158,"yes","no","yes","no","no",494500,292600
"100","Białystok","26da9754572c7b4329dfea7db78b8982","blok mieszkalny",70,3,4,2010,53.11333333,23.14583333,2.23,8,0.712,0.749,0.534,0.551,0.149,1.832,0.105,"no","yes","no","no","yes",599000,292600
"101","Białystok","9a1238818c60d1925913fcbc9159d906","apartamentowiec",43.61,2,12,2023,53.1376577,23.1763217,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","yes","yes","no","yes",487000,292600
"102","Białystok","52fac27add352bf7710fae0057af799e","blok mieszkalny",54.21,3,4,1969,53.14077246,23.13122463,1.25,20,0.165,0.398,0.168,0.298,0.465,0.985,0.16,"no","yes","no","no","yes",345000,292600
"103","Białystok","f16fbc42a87109b19c4156b723ea4703","apartamentowiec",57.88,3,9,2015,53.1395622,23.1739563,2.04,27,0.331,0.644,0.529,0.07,0.103,0.177,0.079,"no","yes","yes","no","yes",649000,292600
"104","Białystok","0f848d24772fdd17f23eb9a6057501d3","blok mieszkalny",62.9,3,8,1982,53.1473,23.1081,2.92,14,0.241,0.967,0.415,0.145,0.322,2.636,0.094,"no","yes","yes","no","yes",379000,292600
"105","Białystok","29652c8c9697d84baa2f6baed164f44b","blok mieszkalny",31.8,1,4,1960,53.1358729,23.1530586,0.59,45,0.128,0.235,0.268,0.068,0.197,0.558,0.149,"no","no","no","no","yes",265000,292600
"106","Białystok","8f9d400826d46769f1862fcb552509a6","blok mieszkalny",41.7,2,2,1995,53.1520277,23.1489588,2.09,7,0.452,1.453,0.87,0.287,0.423,1.795,0.415,"no","yes","no","no","yes",399000,292600
"107","Białystok","af366d30c31c39274980ff8b61d81d40","blok mieszkalny",49,3,3,1970,53.12470489,23.1697663,1.9,26,0.232,0.054,0.154,0.178,0.174,0.583,0.117,"no","no","no","no","yes",560000,292600
"108","Białystok","c6ccd0892e206a3db23a9011f5352fbe","blok mieszkalny",60.14,3,4,1989,53.1452284,23.1187139,2.21,13,0.164,0.411,0.335,0.107,0.277,1.931,0.535,"no","yes","no","no","yes",369000,292600
"109","Białystok","34b677c3c885114c848fec830c200c53","blok mieszkalny",60.2,3,10,1979,53.15212481,23.13144244,2.28,11,0.271,0.286,0.085,0.167,0.319,2.103,0.348,"no","yes","yes","no","yes",365000,292600
"110","Białystok","0847a4b32d159e49395ef73be4d8ab6e","apartamentowiec",54.06,3,8,2021,53.1518303,23.1579694,2.22,8,0.27,1.256,0.594,0.376,0.096,1.408,0.197,"no","yes","yes","no","yes",520000,292600
"111","Białystok","2cf5958a8e3a4d2e7624aa5ed217879b","blok mieszkalny",44.5,2,4,1974,53.1355,23.1242,1.42,8,0.264,0.534,0.68,0.361,0.396,1.126,0.116,"no","yes","no","no","yes",319000,292600
"112","Białystok","057e51fa36bb3874dbc15cf3f69b65c9","blok mieszkalny",42.2,2,4,1971,53.1226482,23.1408264,1.23,7,0.431,0.686,0.092,0.315,0.579,1.114,0.117,"no","yes","no","no","yes",339000,292600
"113","Białystok","f27c75bcfcecdc339aa613e1b297f42c","blok mieszkalny",48.1,3,4,1975,53.13204497,23.18458557,2.63,30,0.33,0.254,0.238,0.262,0.314,1.245,0.198,"no","yes","no","no","yes",499000,292600
"114","Białystok","428fbb8fe6bf806af475fd2d3ae74428","kamienica",44.75,2,3,1956,53.12349577,23.1717968,2.08,28,0.121,0.197,0.195,0.205,0.108,0.765,0.067,"no","no","no","no","no",499000,292600
"115","Białystok","fe21a6f8c411d81e27d848d4b999eab0","blok mieszkalny",33.92,2,4,1978,53.1376577,23.1763217,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","no","no","no","yes",320000,292600
"116","Białystok","283af5ca92d45b33aa8855870207546b","blok mieszkalny",60.5,3,6,2011,53.1072222,23.1254677,3.19,9,0.53,0.657,0.032,0.138,0.439,1.809,0.134,"yes","yes","yes","no","no",560000,292600
"117","Białystok","cee1a5dbdd23fdef122d582c10bc3980","blok mieszkalny",53.5,2,4,1963,53.1256809637523,23.1762544063865,2.24,30,0.107,0.418,0.295,0.126,0.327,0.974,0.314,"yes","yes","no","no","yes",420000,292600
"118","Białystok","acb830ba6a9f0d5a55bfa71ddf4f4274","blok mieszkalny",30.7,1,4,1996,53.1477137,23.1168038,2.48,19,0.178,0.628,0.273,0.355,0.155,2.21,0.231,"no","yes","no","no","yes",399000,292600
"119","Białystok","4332caf98604058a61a8a93cad5553fe","apartamentowiec",67.55,3,13,2012,53.12915,23.17287,1.9,18,0.249,0.587,0.162,0.325,0.206,0.783,0.402,"no","yes","yes","no","no",698000,292600
"120","Białystok","39be572a72ca7ccec6fa61cd975f4d27","apartamentowiec",64.64,3,3,2012,53.1257628,23.2071285,4.21,0,0.657,0.55,0.793,0.741,0.541,2.86,0.52,"yes","no","no","no","no",640000,292600
"121","Białystok","b57ca510f905a56c5542a0387f34b673","apartamentowiec",47,2,5,2023,53.1507626,23.154798,2.04,7,0.238,1.379,0.69,0.18,0.148,1.428,0.076,"no","yes","yes","no","no",469000,292600
