"","city","id","type","squareMeters","rooms","floorCount","buildYear","latitude","longitude","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"15","Białystok","a77b54540f80df1e171359ba970ad914","blok mieszkalny",30.2,2,4,1972,53.14089384,23.09676862,3.34,3,0.972,1.16,0.661,0.389,0.28,2.665,0.302,"no","no","no","no","yes",310000,292600
"16","Białystok","133e6feb276cec6b0f90e82ac4cd3014","blok mieszkalny",60,3,4,1985,53.1515,23.1181,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"no","yes","no","no","yes",420000,292600
"17","Białystok","7e440b7f6b7a040c3c38b5ab638841af","blok mieszkalny",75.47,4,8,2010,53.10227725,23.13652953,3.5,2,0.748,0.781,0.908,0.074,0.822,2.496,0.379,"no","yes","yes","no","no",556000,292600
"18","Białystok","ea0c6b5c2262645f5485240bd58a7774","blok mieszkalny",58,2,4,1963,53.13441373,23.12004089,1.69,4,0.376,0.829,0.731,0.527,0.406,1.248,0.278,"yes","yes","no","no","yes",389000,292600
"19","Białystok","ba8e6e8eb23e05b83572debe6b5d039c","blok mieszkalny",57.86,3,4,1974,53.14311623,23.17746034,2.41,19,0.096,0.367,0.073,0.193,0.17,0.536,0.087,"no","yes","no","no","yes",420000,292600
"20","Białystok","7e2af3e8ba76542a21f95554c98f5cac","blok mieszkalny",64.2,3,3,2002,53.11401937,23.14082816,2.17,13,0.391,0.561,0.224,0.347,0.078,1.529,0.146,"no","yes","no","no","yes",599000,292600
"21","Białystok","9e4edcf347f90d97e9892053c1229fc7","blok mieszkalny",46.2,2,10,1973,53.1366409,23.1234787,1.5,9,0.236,0.579,0.771,0.249,0.277,1.197,0.15,"no","yes","yes","no","yes",389000,292600
"22","Białystok","bcbfcb75bad79c035577c98a14150aaa","blok mieszkalny",58.5,3,4,1997,53.1351136,23.1724069,1.82,30,0.135,0.424,0.121,0.347,0.203,0.543,0.148,"no","yes","no","no","yes",480000,292600
"23","Białystok","33be56b51269218473d937476c8bf31a","blok mieszkalny",100.4,4,4,2008,53.1058,23.1213,3.46,8,0.437,0.827,0.3,0.219,0.637,1.974,0.31,"yes","yes","no","no","yes",699000,292600
"24","Białystok","5c396487e3416c52eb482d853f63d19a","apartamentowiec",62,4,4,2019,53.1434,23.1405,1.16,13,0.314,0.386,0.521,0.166,0.32,1.037,0.322,"no","yes","yes","no","yes",519000,292600
"25","Białystok","93988c2726dbb53725aebfce9255df8d","blok mieszkalny",39,2,2,2006,53.1338,23.1821,2.46,24,0.163,0.178,0.149,0.251,0.198,0.99,0.207,"yes","no","no","yes","yes",410000,292600
"26","Białystok","fd895a46270e1f596e2c1a737a6d5676","blok mieszkalny",48,2,4,1980,53.1519,23.1211,2.62,22,0.157,0.383,0.373,0.113,0.123,2.381,0.18,"no","yes","no","no","yes",295000,292600
"27","Białystok","b4e4edca4edec2e89390a6a459ea7e38","blok mieszkalny",45.5,2,4,1994,53.13204497,23.18458557,2.63,30,0.33,0.254,0.238,0.262,0.314,1.245,0.198,"no","yes","no","no","yes",379000,292600
"28","Białystok","2c686b63d4a81917bea77373514826bf","blok mieszkalny",62.8,4,3,1998,53.1455721210877,23.1012498168804,3.23,6,0.617,1.418,0.318,0.527,0.355,2.895,0.38,"yes","yes","no","yes","yes",590000,292600
"29","Białystok","c2da358da6ed9ce5bea34926b729cf84","blok mieszkalny",37.9,2,10,1977,53.1278441,23.1442521,0.62,13,0.336,0.366,0.498,0.445,0.29,0.675,0.292,"no","yes","yes","no","yes",309000,292600
"30","Białystok","4cf65285db9c3dd6b554cf8aaa85de98","blok mieszkalny",62.2,3,4,1976,53.1286702,23.1408121,0.6,9,0.144,0.47,0.311,0.222,0.495,0.602,0.514,"no","yes","no","no","yes",555000,292600
"31","Białystok","bef74e05acca3a890148870d3e497974","blok mieszkalny",36.5,2,3,1960,53.1317201,23.1606323,1.04,60,0.352,0.235,0.142,0.086,0.073,0.547,0.239,"no","no","no","no","no",365000,292600
"32","Białystok","46e5182a9f5f3f85e3ab1f650acb66dd","blok mieszkalny",44.2,2,3,2004,53.1237316,23.0961789,3.44,13,0.353,1.383,0.226,0.396,0.177,1.869,0.277,"yes","yes","no","no","yes",475000,292600
"33","Białystok","6cd7f9ee14bfb45fa0b63423eaa602f4","blok mieszkalny",47.8,2,8,1983,53.1540842,23.1204794,2.84,13,0.358,0.242,0.518,0.133,0.135,2.608,0.082,"no","yes","yes","no","yes",315000,292600
"34","Białystok","a722404f06cec32833ad9b4300ebcb98","blok mieszkalny",68.1,3,4,1993,53.111411,23.1386356,2.48,13,0.278,0.24,0.193,0.026,0.38,1.652,0.363,"no","yes","no","no","yes",629000,292600
"35","Białystok","2fbf33677e307e10b2fa59878df17c78","blok mieszkalny",30.3,1,4,2001,53.1102345,23.1230766,2.97,12,0.334,0.32,0.257,0.316,0.251,1.474,0.14,"no","yes","no","no","yes",309000,292600
"36","Białystok","4e84600f3ac84ed73983cd38a98dc75a","apartamentowiec",40.26,2,10,2023,53.14002613,23.16518784,1.52,31,0.086,0.601,0.041,0.144,0.271,0.223,0.268,"yes","yes","yes","no","yes",444873,292600
"37","Białystok","c8b96958d1b3f69031be371c9e95efb2","apartamentowiec",38.76,2,10,2023,53.14002613,23.16518784,1.52,31,0.086,0.601,0.041,0.144,0.271,0.223,0.268,"yes","yes","yes","no","yes",428298,292600
"38","Białystok","48833608422436086d96ba6030a29c14","blok mieszkalny",39.24,2,3,1960,53.1336592,23.1591928,0.93,63,0.366,0.081,0.193,0.121,0.069,0.777,0.181,"no","yes","no","no","yes",449999,292600
"39","Białystok","f46c551c03ac6a03ebe3179a1e8ddbc9","blok mieszkalny",58.3,3,4,2000,53.1452437,23.0983338,3.4,1,0.754,1.589,0.48,0.549,0.538,2.973,0.543,"no","yes","no","no","no",499000,292600
"40","Białystok","e842cf768f1839f1d80681082abcd6f6","blok mieszkalny",45.5,2,4,1967,53.1223032,23.15131779,1.29,28,0.184,0.295,0.1,0.062,0.106,0.862,0.123,"yes","yes","no","no","yes",415000,292600
"41","Białystok","0260f4e1c775e083a2f14ce9f743cea6","apartamentowiec",65.88,3,8,2010,53.1415216,23.0983071,3.26,3,0.936,1.283,0.537,0.319,0.205,2.648,0.227,"yes","yes","yes","no","no",645624,292600
"42","Białystok","810a44b91a62d0826573b4f178c7565e","blok mieszkalny",58.8,3,4,1982,53.1289551,23.10416222,2.78,9,0.24,1.448,0.436,0.184,0.403,1.469,0.173,"no","yes","no","no","yes",424000,292600
"43","Białystok","a9e59dcf2f6e133e1b7b4033f6434ca4","apartamentowiec",42,2,7,2022,53.1353453,23.1526847,0.54,48,0.071,0.263,0.3,0.081,0.155,0.514,0.163,"no","yes","yes","no","no",479000,292600
"44","Białystok","fd6baa6056b51c8173d7ea6b232fd784","apartamentowiec",47.8,2,7,2022,53.1145,23.1255,2.48,3,0.664,0.19,0.507,0.553,0.484,1.001,0.179,"yes","yes","yes","no","yes",587500,292600
"45","Białystok","bc1ff99868242b02f4779baf0daf09ca","apartamentowiec",59.84,3,7,2023,53.12843,23.1452,0.55,17,0.368,0.352,0.494,0.508,0.208,0.606,0.248,"no","yes","yes","yes","no",688100,292600
"46","Białystok","a1bc397f1026bf018a0557da5c219680","kamienica",37,2,3,1958,53.13566,23.16524,1.36,42,0.152,0.397,0.222,0.291,0.021,0.605,0.073,"no","no","no","no","yes",365000,292600
"47","Białystok","94b38ee0006e87122aaa790d1a2f2ba3","apartamentowiec",36,2,8,2011,53.13291,23.15796,0.85,60,0.391,0.025,0.112,0.231,0.017,0.721,0.142,"no","no","yes","no","no",390000,292600
"48","Białystok","ff0730fe796e6921c39a9f8aae144528","blok mieszkalny",41,2,4,1999,53.12955378,23.08465719,4.06,8,0.29,0.474,0.179,0.529,0.476,2.723,0.064,"no","yes","no","no","yes",385000,292600
"49","Białystok","e062e4161862ed809579c45c4424081c","blok mieszkalny",44.9,2,3,1997,53.1289551,23.10416222,2.78,9,0.24,1.448,0.436,0.184,0.403,1.469,0.173,"no","yes","no","no","yes",362000,292600
"50","Białystok","8e65320bbe74701fcc8d2357328b7e7f","blok mieszkalny",48.4,3,4,1979,53.1532,23.1337,2.34,6,0.463,0.461,0.146,0.048,0.499,2.18,0.516,"yes","yes","no","no","yes",359000,292600
"51","Białystok","cd9470c6b72d33985a6bbaa4abd1a3de","blok mieszkalny",38.6,2,4,1973,53.13087618,23.18885124,2.92,16,0.204,0.203,0.316,0.317,0.112,1.542,0.242,"no","yes","no","no","yes",299000,292600
"52","Białystok","ccf7fa0b89f232b03ca5645fbfd3b54f","blok mieszkalny",54,2,2,1997,53.145,23.0999,3.29,7,0.711,1.527,0.373,0.575,0.431,2.891,0.435,"yes","yes","no","yes","yes",449000,292600
"53","Białystok","f453c7153800e5658d09db6348cf26b8","blok mieszkalny",52.6,3,4,1966,53.1260811545316,23.1734554174385,2.05,26,0.118,0.342,0.139,0.086,0.14,0.783,0.137,"yes","no","no","yes","no",436500,292600
"54","Białystok","3fa6852a06e4a920e6f890c46c58ee6d","apartamentowiec",67.55,3,13,2012,53.1322834,23.1610351,1.06,66,0.293,0.223,0.17,0.058,0.056,0.607,0.272,"yes","no","yes","no","no",698000,292600
"55","Białystok","7da74f6202c0b2a59f8071dff80c2a76","blok mieszkalny",59.98,3,4,1998,53.1096,23.1266,2.92,13,0.553,0.423,0.307,0.075,0.325,1.551,0.177,"yes","yes","no","no","yes",480000,292600
"56","Białystok","452ac0b28d9eaa7a400fd74b0424c4e8","blok mieszkalny",44.5,2,6,2007,53.14247014,23.16983821,1.93,21,0.193,0.398,0.372,0.278,0.186,0.214,0.156,"no","yes","yes","no","no",519000,292600
"57","Białystok","5bc0876a75b0278ee3d77d74edf7fdcd","blok mieszkalny",45.6,3,4,1970,53.1438891,23.132717,1.44,21,0.253,0.477,0.313,0.158,0.131,1.22,0.117,"no","yes","no","no","yes",379000,292600
"58","Białystok","8af4a3ed821969643c54b1a3a45e576d","blok mieszkalny",45.6,2,4,1966,53.12656115,23.1720779,1.94,23,0.223,0.311,0.141,0.034,0.069,0.687,0.11,"no","no","no","no","yes",369000,292600
"59","Białystok","84444bbcdfc70fe62bb7512177bbb96d","blok mieszkalny",48.1,2,3,2003,53.151007,23.0965832,3.79,4,0.278,1.399,0.835,0.198,0.39,3.505,0.31,"yes","no","no","no","no",410000,292600
"60","Białystok","937fdef3c05c003a10c372558fd563c3","blok mieszkalny",51.4,3,11,1970,53.1376084,23.123658,1.52,9,0.217,0.587,0.774,0.148,0.244,1.216,0.206,"no","yes","yes","no","yes",430000,292600
"61","Białystok","9c620c85f44d8fcf7dca07de938e627c","blok mieszkalny",39,2,11,1980,53.13417235,23.18667808,2.76,20,0.134,0.449,0.241,0.083,0.166,1.206,0.181,"yes","yes","yes","no","no",295000,292600
"62","Białystok","9b3bc80005c8917baaf8224b59de4d47","apartamentowiec",44,2,15,2011,53.15071607,23.15793915,2.11,6,0.371,1.191,0.511,0.386,0.101,1.302,0.205,"no","yes","yes","no","no",497000,292600
"63","Białystok","98ef85df8b7f6b317ed34824eb362c41","blok mieszkalny",47,2,4,1965,53.12519575,23.17128198,1.96,24,0.221,0.167,0.041,0.133,0.083,0.66,0.025,"no","yes","no","no","yes",409000,292600
"64","Białystok","abdb7ae7f4d902168ab3bf7438ed3905","blok mieszkalny",62.6,3,4,1980,53.1301,23.1789,2.27,23,0.241,0.337,0.207,0.136,0.227,1.198,0.286,"yes","yes","no","no","yes",530000,292600
"65","Białystok","81af23ca552506850f8d1756ef40c868","apartamentowiec",67.55,3,13,2012,53.1275663,23.1776288,2.25,27,0.131,0.27,0.307,0.227,0.187,1.06,0.265,"no","yes","yes","yes","yes",698000,292600
"66","Białystok","9c9e5f1418420a68873df2e783358f33","blok mieszkalny",58.4,3,3,1985,53.12796,23.10673,2.64,6,0.127,1.649,0.615,0.143,0.321,1.267,0.343,"no","no","no","no","no",399000,292600
"67","Białystok","ff0f4ddf19ccac4ba60f1fc3b4e99694","blok mieszkalny",59.7,3,11,1983,53.15323977,23.11982519,2.79,20,0.289,0.226,0.415,0.157,0.107,2.553,0.1,"no","yes","yes","no","yes",340000,292600
"68","Białystok","7ca1e51f2cb6d560cf7e954372fe6b4a","blok mieszkalny",53.9,2,2,1997,53.14615,23.10079,3.29,7,0.65,1.398,0.381,0.458,0.407,2.966,0.442,"no","yes","no","yes","yes",449000,292600
"69","Białystok","0bd2d80e72b1f81c8672d894d19ac9f6","blok mieszkalny",67.3,3,4,1989,53.1225756,23.0975046,3.4,15,0.325,1.539,0.2,0.281,0.32,1.783,0.215,"no","yes","no","no","yes",439000,292600
"70","Białystok","fd8e42a39a24b12b80c39261338506ec","blok mieszkalny",65,3,4,1993,53.1298,23.0886,3.8,9,0.388,0.54,0.258,0.344,0.222,2.477,0.119,"yes","yes","no","no","yes",380000,292600
"71","Białystok","d8ab3dd00176674a28f28971798b4836","blok mieszkalny",49,2,4,1965,53.1361,23.1578,0.89,57,0.239,0.092,0.052,0.2,0.223,0.865,0.167,"yes","yes","no","no","yes",460000,292600
"72","Białystok","027cf3f9684ca133fdbdc1420d428187","blok mieszkalny",55,3,4,1970,53.1421,23.13819,1.08,20,0.31,0.185,0.32,0.046,0.145,0.91,0.114,"no","yes","no","no","yes",459000,292600
"73","Białystok","37e00104d442fcfcbbace84bc2e1d064","blok mieszkalny",32.9,2,4,1975,53.12106,23.14179,1.39,10,0.28,0.76,0.154,0.23,0.394,1.205,0.157,"no","no","no","no","yes",325000,292600
"74","Białystok","fa76303f8d5cc202f4dbb3babf263ee3","blok mieszkalny",58,3,4,1978,53.1388,23.1863,2.8,10,0.325,0.61,0.581,0.217,0.454,1.003,0.325,"yes","yes","no","no","yes",390000,292600
"75","Białystok","b9a56e4f737694438fb39d2cc6f97989","blok mieszkalny",60,3,4,1987,53.1515,23.1181,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"yes","yes","no","no","yes",440000,292600
"76","Białystok","65d62aa0a83374f0b08f481a80716cc7","blok mieszkalny",70,4,3,1980,53.128,23.10437,2.79,8,0.248,1.503,0.54,0.078,0.31,1.415,0.28,"no","yes","no","no","yes",449000,292600
"77","Białystok","217030acdbe24c34b18e5e5c56f920bd","blok mieszkalny",74.3,4,4,1992,53.13166,23.14425,0.2,26,0.11,0.069,0.307,0.415,0.206,0.258,0.111,"no","yes","no","yes","yes",599000,292600
"78","Białystok","1b6db2ffe68479ccda41bc3f8b03946d","blok mieszkalny",71.5,3,4,1998,53.14523,23.10127,3.22,6,0.618,1.443,0.298,0.565,0.344,2.862,0.36,"no","yes","no","yes","yes",629000,292600
"79","Białystok","b745028a51a0488cea77da06ee508b97","blok mieszkalny",59.8,3,10,1988,53.1439276,23.1157965,2.29,7,0.382,0.609,0.177,0.199,0.229,2.001,0.599,"yes","yes","yes","no","yes",389000,292600
"80","Białystok","73e99d412b86b4d6d31fdf9995e0c11e","blok mieszkalny",50.5,2,4,1991,53.1271,23.1026,2.93,8,0.399,1.446,0.411,0.152,0.265,1.496,0.38,"no","yes","no","no","yes",379000,292600
"81","Białystok","7bb3d349f265cd6bf647e443f4b818dd","blok mieszkalny",39,2,11,1980,53.1390422,23.1856514,2.77,11,0.348,0.602,0.576,0.194,0.471,0.957,0.326,"no","yes","yes","no","yes",349000,292600
"82","Białystok","6ddb10116692431e18e0ad227b96526d","blok mieszkalny",53.5,2,4,1962,53.1244,23.1755,2.25,28,0.075,0.42,0.259,0.047,0.255,0.955,0.242,"yes","yes","no","no","yes",420000,292600
"83","Białystok","e8012c012322bb4ad809614f2ec58985","blok mieszkalny",48,3,4,1983,53.15262911,23.11970165,2.74,20,0.221,0.26,0.356,0.088,0.119,2.501,0.143,"no","yes","no","no","yes",360000,292600
"84","Białystok","5924b3b0a465546bbf22c9c00ec39816","blok mieszkalny",48.5,3,11,1979,53.1462169,23.1518331,1.5,8,0.306,1.03,0.197,0.391,0.438,1.252,0.08,"no","no","yes","no","yes",365000,292600
"85","Białystok","ea4ec2ea401b54a60ec53ffa083fbc78","blok mieszkalny",65.6,4,11,1975,53.1404743,23.1408449,0.85,15,0.078,0.243,0.484,0.262,0.165,0.711,0.247,"no","no","yes","no","yes",580000,292600
"86","Białystok","164e5b2eb40f888d7a1b16f82e24906e","blok mieszkalny",48,3,4,1977,53.1390422,23.1856514,2.77,11,0.348,0.602,0.576,0.194,0.471,0.957,0.326,"no","yes","no","no","yes",330000,292600
"87","Białystok","a39ac2796ef6f6d340951071473d20cc","apartamentowiec",57.84,3,8,2013,53.1401197,23.1067808,2.67,8,0.667,1.309,0.385,0.291,0.394,2.185,0.372,"yes","no","yes","no","no",599000,292600
"88","Białystok","302aee0d87e19d023588201cb5a3788b","blok mieszkalny",46.09,2,8,2012,53.13935698,23.10167313,2.98,3,0.918,1.33,0.567,0.093,0.141,2.319,0.13,"no","no","yes","no","no",485000,292600
"89","Białystok","ce264fbcabce2dc2810efb3e4aa1efb2","blok mieszkalny",48.6,3,4,1975,53.12016233,23.14098358,1.49,9,0.167,0.871,0.211,0.126,0.31,1.18,0.199,"yes","yes","no","no","yes",365000,292600
"90","Białystok","85ea7801658dc5d7a28f28b4b1fe0603","blok mieszkalny",48.5,3,4,1980,53.1492765,23.1222919,2.34,28,0.216,0.421,0.41,0.345,0.25,2.097,0.174,"no","yes","no","no","yes",369000,292600
"91","Białystok","4e47c8315fcaeecbdfc0b7972b8c08e1","blok mieszkalny",59.8,3,9,1988,53.1455384,23.1171959,2.31,14,0.269,0.516,0.242,0.209,0.17,2.031,0.469,"no","yes","yes","no","yes",459000,292600
"92","Białystok","57cdfae8cdda45b2614465fd6ad374a7","blok mieszkalny",41.8,2,4,1973,53.1410235,23.1372475,1.01,19,0.232,0.053,0.239,0.181,0.083,0.81,0.021,"yes","yes","no","no","yes",315000,292600
"93","Białystok","1113b8d9ca8ef2eee2c05400660174dc","blok mieszkalny",60.04,2,3,2003,53.1100621,23.1271393,2.86,12,0.594,0.395,0.366,0.101,0.306,1.504,0.23,"no","yes","no","no","yes",480000,292600
"94","Białystok","2f33c5727f239266d094db87dee1b727","blok mieszkalny",54,3,4,1970,53.1429,23.1346,1.28,21,0.232,0.314,0.206,0.188,0.293,1.067,0.244,"yes","yes","no","no","yes",459000,292600
"95","Białystok","8f8194a4d68ca1dee9782efe845126f6","blok mieszkalny",48.4,2,4,1979,53.1531549,23.1336636,2.33,7,0.458,0.457,0.143,0.043,0.493,2.175,0.513,"no","yes","no","no","yes",355000,292600
"96","Białystok","2ccc0a5460176853397d51ea56e2cb50","blok mieszkalny",49.16,2,3,1960,53.1361194,23.15727,0.86,55,0.213,0.063,0.026,0.226,0.25,0.832,0.198,"no","yes","no","no","yes",460000,292600
"97","Białystok","f39c56931f29f6498244caad7082aac7","blok mieszkalny",45.2,3,4,1961,53.12351,23.17071,2.02,27,0.11,0.137,0.209,0.134,0.158,0.702,0.103,"no","yes","no","no","yes",475000,292600
"98","Białystok","1c56bdb8d1a58fbecdb131c1b59e9457","blok mieszkalny",38,2,2,2000,53.1362,23.177,2.14,26,0.037,0.226,0.288,0.12,0.247,0.561,0.155,"no","no","no","yes","yes",339000,292600
"99","Białystok","fcf1b9c68d1c269856a38731f10a1c9f","blok mieszkalny",35.8,2,4,1990,53.13,23.0967,3.26,9,0.418,0.946,0.438,0.493,0.309,1.973,0.27,"yes","yes","no","no","yes",319000,292600
"100","Białystok","d9651672e1aacb54680259a93be558bf","blok mieszkalny",54.7,3,4,1972,53.1438891,23.132717,1.44,21,0.253,0.477,0.313,0.158,0.131,1.22,0.117,"no","no","no","no","yes",375000,292600
"101","Białystok","3e1b2f753fa27eaccbb2733aac9a15db","blok mieszkalny",29.95,2,3,2014,53.1397,23.1753,2.13,26,0.253,0.628,0.478,0.06,0.034,0.262,0.044,"yes","yes","no","yes","yes",359000,292600
"102","Białystok","0a2440f8773a5526fc6cfc176bfba28c","blok mieszkalny",46,2,3,1965,53.1328157,23.1417805,0.24,20,0.105,0.175,0.213,0.337,0.142,0.152,0.219,"no","yes","no","no","yes",429000,292600
"103","Białystok","3234addb5a9daeec87eba7ac490eee38","blok mieszkalny",39.8,2,3,1997,53.11244485,23.14300952,2.33,11,0.515,0.537,0.352,0.339,0.204,1.755,0.116,"no","yes","no","no","yes",375000,292600
"104","Białystok","2f50a122a4ee617b14feebecb0b81f97","blok mieszkalny",74.8,4,4,1997,53.13462016,23.18475718,2.64,23,0.154,0.316,0.275,0.189,0.034,1.071,0.218,"no","yes","no","no","yes",524000,292600
"105","Białystok","500f39380a3e0367df357cb58edfdfcd","blok mieszkalny",59.7,3,11,1982,53.153605,23.1215062,2.75,17,0.344,0.317,0.517,0.063,0.069,2.527,0.019,"no","yes","yes","no","yes",419000,292600
"106","Białystok","0ec56859664bc2530f6dafa271f39c7e","blok mieszkalny",51.8,2,3,1996,53.1154,23.136,2.09,11,0.261,0.627,0.285,0.363,0.034,1.194,0.476,"no","yes","no","no","yes",485000,292600
"107","Białystok","27fc2d3c6edf5caae9a31dd9b5a77c00","blok mieszkalny",63.25,3,7,2010,53.1486367,23.1376095,1.77,6,0.365,0.782,0.621,0.488,0.557,1.633,0.531,"no","yes","yes","no","yes",599000,292600
"108","Białystok","522b3f23fc92091def155c80dd88444e","blok mieszkalny",47.8,2,4,1991,53.14820804,23.11781269,2.47,17,0.124,0.596,0.238,0.363,0.073,2.2,0.222,"no","yes","no","no","yes",320000,292600
"109","Białystok","6a31473c4297e69358a7947e16c71e6e","kamienica",77.17,3,3,1950,53.1346389,23.16042584,1.02,65,0.3,0.059,0.265,0.049,0.021,0.861,0.076,"no","yes","no","no","yes",698000,292600
"110","Białystok","52fac27add352bf7710fae0057af799e","blok mieszkalny",54.21,3,4,1969,53.14077246,23.13122463,1.25,20,0.165,0.398,0.168,0.298,0.465,0.985,0.16,"no","yes","no","no","yes",345000,292600
"111","Białystok","0f848d24772fdd17f23eb9a6057501d3","blok mieszkalny",62.9,3,8,1982,53.1473,23.1081,2.92,14,0.241,0.967,0.415,0.145,0.322,2.636,0.094,"no","yes","yes","no","yes",369000,292600
"112","Białystok","af366d30c31c39274980ff8b61d81d40","blok mieszkalny",49,3,3,1970,53.12470489,23.1697663,1.9,26,0.232,0.054,0.154,0.178,0.174,0.583,0.117,"no","no","no","no","yes",560000,292600
"113","Białystok","c6ccd0892e206a3db23a9011f5352fbe","blok mieszkalny",60.14,3,4,1989,53.1452284,23.1187139,2.21,13,0.164,0.411,0.335,0.107,0.277,1.931,0.535,"no","yes","no","no","yes",359000,292600
"114","Białystok","f27c75bcfcecdc339aa613e1b297f42c","blok mieszkalny",48.1,3,4,1975,53.13204497,23.18458557,2.63,30,0.33,0.254,0.238,0.262,0.314,1.245,0.198,"no","yes","no","no","yes",499000,292600
"115","Białystok","428fbb8fe6bf806af475fd2d3ae74428","kamienica",44.75,2,3,1956,53.12349577,23.1717968,2.08,28,0.121,0.197,0.195,0.205,0.108,0.765,0.067,"no","no","no","no","no",499000,292600
"116","Białystok","fe21a6f8c411d81e27d848d4b999eab0","blok mieszkalny",33.92,2,4,1978,53.1376577,23.1763217,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","no","no","no","yes",320000,292600
"117","Białystok","283af5ca92d45b33aa8855870207546b","blok mieszkalny",60.5,3,6,2011,53.1072222,23.1254677,3.19,9,0.53,0.657,0.032,0.138,0.439,1.809,0.134,"yes","yes","yes","no","no",560000,292600
"118","Białystok","019270e45b9892e83950166d59057e32","apartamentowiec",57,3,9,2015,53.1396,23.174,2.04,26,0.33,0.64,0.524,0.07,0.099,0.179,0.078,"no","yes","yes","no","yes",649000,292600
"119","Białystok","acb830ba6a9f0d5a55bfa71ddf4f4274","blok mieszkalny",30.7,1,4,1996,53.1477137,23.1168038,2.48,19,0.178,0.628,0.273,0.355,0.155,2.21,0.231,"no","yes","no","no","yes",399000,292600
"120","Białystok","4332caf98604058a61a8a93cad5553fe","apartamentowiec",67.55,3,13,2012,53.12915,23.17287,1.9,18,0.249,0.587,0.162,0.325,0.206,0.783,0.402,"no","yes","yes","no","no",698000,292600
