"","city","id","type","squareMeters","rooms","floorCount","buildYear","latitude","longitude","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"66","Białystok","c8b96958d1b3f69031be371c9e95efb2","apartamentowiec",38.76,2,10,2023,53.14002613,23.16518784,1.52,31,0.086,0.601,0.041,0.144,0.271,0.223,0.268,"yes","yes","yes","no","yes",428298,292600
"67","Białystok","4e84600f3ac84ed73983cd38a98dc75a","apartamentowiec",40.26,2,10,2023,53.14002613,23.16518784,1.52,31,0.086,0.601,0.041,0.144,0.271,0.223,0.268,"yes","yes","yes","no","yes",444873,292600
"68","Białystok","e842cf768f1839f1d80681082abcd6f6","blok mieszkalny",45.5,2,4,1967,53.1223032,23.15131779,1.29,28,0.184,0.295,0.1,0.062,0.106,0.862,0.123,"yes","yes","no","no","yes",419000,292600
"69","Białystok","810a44b91a62d0826573b4f178c7565e","blok mieszkalny",58.8,3,4,1982,53.1289551,23.10416222,2.78,9,0.24,1.448,0.436,0.184,0.403,1.469,0.173,"no","yes","no","no","yes",424000,292600
"70","Białystok","7b200c03b0499a712fadc89105de6438","blok mieszkalny",43.73,3,4,1963,53.1375639,23.14819956,0.51,17,0.414,0.585,0.371,0.315,0.284,0.451,0.243,"no","yes","no","no","yes",359000,292600
"71","Białystok","a9e59dcf2f6e133e1b7b4033f6434ca4","apartamentowiec",42,2,7,2022,53.1353453,23.1526847,0.54,48,0.071,0.263,0.3,0.081,0.155,0.514,0.163,"no","yes","yes","no","no",469000,292600
"72","Białystok","fd6baa6056b51c8173d7ea6b232fd784","apartamentowiec",47.8,2,7,2022,53.1145,23.1255,2.48,3,0.664,0.19,0.507,0.553,0.484,1.001,0.179,"yes","yes","yes","no","yes",587500,292600
"73","Białystok","bc1ff99868242b02f4779baf0daf09ca","apartamentowiec",59.84,3,7,2023,53.12843,23.1452,0.55,17,0.368,0.352,0.494,0.508,0.208,0.606,0.248,"no","yes","yes","yes","no",688100,292600
"74","Białystok","cd9470c6b72d33985a6bbaa4abd1a3de","blok mieszkalny",38.6,2,4,1973,53.13087618,23.18885124,2.92,16,0.204,0.203,0.316,0.317,0.112,1.542,0.242,"no","yes","no","no","yes",299000,292600
"75","Białystok","ccf7fa0b89f232b03ca5645fbfd3b54f","blok mieszkalny",54,2,2,1997,53.145,23.0999,3.29,7,0.711,1.527,0.373,0.575,0.431,2.891,0.435,"yes","yes","no","yes","yes",449000,292600
"76","Białystok","f453c7153800e5658d09db6348cf26b8","blok mieszkalny",52.6,3,4,1966,53.1260811545316,23.1734554174385,2.05,26,0.118,0.342,0.139,0.086,0.14,0.783,0.137,"yes","no","no","yes","no",436500,292600
"77","Białystok","3fa6852a06e4a920e6f890c46c58ee6d","apartamentowiec",67.55,3,13,2012,53.1322834,23.1610351,1.06,66,0.293,0.223,0.17,0.058,0.056,0.607,0.272,"yes","no","yes","no","no",698000,292600
"78","Białystok","7da74f6202c0b2a59f8071dff80c2a76","blok mieszkalny",59.98,3,4,1998,53.1096,23.1266,2.92,13,0.553,0.423,0.307,0.075,0.325,1.551,0.177,"yes","yes","no","no","yes",480000,292600
"79","Białystok","5bc0876a75b0278ee3d77d74edf7fdcd","blok mieszkalny",45.6,3,4,1970,53.1438891,23.132717,1.44,21,0.253,0.477,0.313,0.158,0.131,1.22,0.117,"no","yes","no","no","yes",379000,292600
"80","Białystok","937fdef3c05c003a10c372558fd563c3","blok mieszkalny",51.4,3,11,1970,53.1376084,23.123658,1.52,9,0.217,0.587,0.774,0.148,0.244,1.216,0.206,"no","yes","yes","no","yes",430000,292600
"81","Białystok","0e6246567b9b26c7428055af31872b9a","blok mieszkalny",61.4,3,4,1994,53.1073,23.13905,2.93,7,0.197,0.329,0.648,0.235,0.547,2.053,0.268,"no","yes","no","no","yes",525000,292600
"82","Białystok","9b3bc80005c8917baaf8224b59de4d47","apartamentowiec",44,2,15,2011,53.15071607,23.15793915,2.11,6,0.371,1.191,0.511,0.386,0.101,1.302,0.205,"no","yes","yes","no","no",489000,292600
"83","Białystok","98ef85df8b7f6b317ed34824eb362c41","blok mieszkalny",47,2,4,1965,53.12519575,23.17128198,1.96,24,0.221,0.167,0.041,0.133,0.083,0.66,0.025,"no","yes","no","no","yes",399500,292600
"84","Białystok","abdb7ae7f4d902168ab3bf7438ed3905","blok mieszkalny",62.6,3,4,1980,53.1301,23.1789,2.27,23,0.241,0.337,0.207,0.136,0.227,1.198,0.286,"yes","yes","no","no","yes",530000,292600
"85","Białystok","81af23ca552506850f8d1756ef40c868","apartamentowiec",67.55,3,13,2012,53.1275663,23.1776288,2.25,27,0.131,0.27,0.307,0.227,0.187,1.06,0.265,"no","yes","yes","yes","yes",698000,292600
"86","Białystok","7ca1e51f2cb6d560cf7e954372fe6b4a","blok mieszkalny",53.9,2,2,1997,53.14615,23.10079,3.29,7,0.65,1.398,0.381,0.458,0.407,2.966,0.442,"no","yes","no","yes","yes",449000,292600
"87","Białystok","0bd2d80e72b1f81c8672d894d19ac9f6","blok mieszkalny",67.3,3,4,1989,53.1225756,23.0975046,3.4,15,0.325,1.539,0.2,0.281,0.32,1.783,0.215,"no","yes","no","no","yes",429000,292600
"88","Białystok","fd8e42a39a24b12b80c39261338506ec","blok mieszkalny",65,3,4,1993,53.1298,23.0886,3.8,9,0.388,0.54,0.258,0.344,0.222,2.477,0.119,"yes","yes","no","no","yes",380000,292600
"89","Białystok","d8ab3dd00176674a28f28971798b4836","blok mieszkalny",49,2,4,1965,53.1361,23.1578,0.89,57,0.239,0.092,0.052,0.2,0.223,0.865,0.167,"yes","yes","no","no","yes",460000,292600
"90","Białystok","37e00104d442fcfcbbace84bc2e1d064","blok mieszkalny",32.9,2,4,1975,53.12106,23.14179,1.39,10,0.28,0.76,0.154,0.23,0.394,1.205,0.157,"no","no","no","no","yes",325000,292600
"91","Białystok","fa76303f8d5cc202f4dbb3babf263ee3","blok mieszkalny",58,3,4,1978,53.1388,23.1863,2.8,10,0.325,0.61,0.581,0.217,0.454,1.003,0.325,"yes","yes","no","no","yes",390000,292600
"92","Białystok","1b6db2ffe68479ccda41bc3f8b03946d","blok mieszkalny",71.5,3,4,1998,53.14523,23.10127,3.22,6,0.618,1.443,0.298,0.565,0.344,2.862,0.36,"no","yes","no","yes","yes",609000,292600
"93","Białystok","b745028a51a0488cea77da06ee508b97","blok mieszkalny",59.8,3,10,1988,53.1439276,23.1157965,2.29,7,0.382,0.609,0.177,0.199,0.229,2.001,0.599,"yes","yes","yes","no","yes",379000,292600
"94","Białystok","73e99d412b86b4d6d31fdf9995e0c11e","blok mieszkalny",50.5,2,4,1991,53.1271,23.1026,2.93,8,0.399,1.446,0.411,0.152,0.265,1.496,0.38,"no","yes","no","no","yes",379000,292600
"95","Białystok","7bb3d349f265cd6bf647e443f4b818dd","blok mieszkalny",39,2,11,1980,53.1390422,23.1856514,2.77,11,0.348,0.602,0.576,0.194,0.471,0.957,0.326,"no","yes","yes","no","yes",349000,292600
"96","Białystok","6ddb10116692431e18e0ad227b96526d","blok mieszkalny",53.5,2,4,1962,53.1244,23.1755,2.25,28,0.075,0.42,0.259,0.047,0.255,0.955,0.242,"yes","yes","no","no","yes",420000,292600
"97","Białystok","ea4ec2ea401b54a60ec53ffa083fbc78","blok mieszkalny",65.6,4,11,1975,53.1404743,23.1408449,0.85,15,0.078,0.243,0.484,0.262,0.165,0.711,0.247,"no","no","yes","no","yes",580000,292600
"98","Białystok","164e5b2eb40f888d7a1b16f82e24906e","blok mieszkalny",48,3,4,1977,53.1390422,23.1856514,2.77,11,0.348,0.602,0.576,0.194,0.471,0.957,0.326,"no","yes","no","no","yes",330000,292600
"99","Białystok","302aee0d87e19d023588201cb5a3788b","blok mieszkalny",46.09,2,8,2012,53.13935698,23.10167313,2.98,3,0.918,1.33,0.567,0.093,0.141,2.319,0.13,"no","no","yes","no","no",485000,292600
"100","Białystok","ce264fbcabce2dc2810efb3e4aa1efb2","blok mieszkalny",48.6,3,4,1975,53.12016233,23.14098358,1.49,9,0.167,0.871,0.211,0.126,0.31,1.18,0.199,"yes","yes","no","no","yes",365000,292600
"101","Białystok","85ea7801658dc5d7a28f28b4b1fe0603","blok mieszkalny",48.5,3,4,1980,53.1492765,23.1222919,2.34,28,0.216,0.421,0.41,0.345,0.25,2.097,0.174,"no","yes","no","no","yes",369000,292600
"102","Białystok","57cdfae8cdda45b2614465fd6ad374a7","blok mieszkalny",41.8,2,4,1973,53.1410235,23.1372475,1.01,19,0.232,0.053,0.239,0.181,0.083,0.81,0.021,"yes","yes","no","no","yes",315000,292600
"103","Białystok","1113b8d9ca8ef2eee2c05400660174dc","blok mieszkalny",60.04,2,3,2002,53.11123993,23.12767275,2.72,9,0.542,0.319,0.502,0.23,0.351,1.38,0.31,"no","yes","no","no","yes",480000,292600
"104","Białystok","94edf64a625df944cbbf7363b91452d3","blok mieszkalny",52.3,2,4,1986,53.1199,23.1044,3.11,8,0.184,1.512,0.312,0.093,0.112,1.379,0.312,"yes","yes","no","no","yes",390000,292600
"105","Białystok","2f33c5727f239266d094db87dee1b727","blok mieszkalny",54,3,4,1970,53.1429,23.1346,1.28,21,0.232,0.314,0.206,0.188,0.293,1.067,0.244,"yes","yes","no","no","yes",459000,292600
"106","Białystok","8f8194a4d68ca1dee9782efe845126f6","blok mieszkalny",48.4,2,4,1979,53.1531549,23.1336636,2.33,7,0.458,0.457,0.143,0.043,0.493,2.175,0.513,"no","yes","no","no","yes",355000,292600
"107","Białystok","2ccc0a5460176853397d51ea56e2cb50","blok mieszkalny",49.16,2,3,1960,53.1361194,23.15727,0.86,55,0.213,0.063,0.026,0.226,0.25,0.832,0.198,"no","yes","no","no","yes",460000,292600
"108","Białystok","f39c56931f29f6498244caad7082aac7","blok mieszkalny",45.2,3,4,1961,53.12351,23.17071,2.02,27,0.11,0.137,0.209,0.134,0.158,0.702,0.103,"no","yes","no","no","yes",475000,292600
"109","Białystok","d61bb898e5d83a412cc9688204799e88","blok mieszkalny",48.8,2,4,1979,53.13650692,23.18701505,2.81,18,0.114,0.503,0.385,0.27,0.249,1.111,0.237,"no","yes","no","no","yes",319000,292600
"110","Białystok","fcf1b9c68d1c269856a38731f10a1c9f","blok mieszkalny",35.8,2,4,1990,53.13,23.0967,3.26,9,0.418,0.946,0.438,0.493,0.309,1.973,0.27,"yes","yes","no","no","yes",319000,292600
"111","Białystok","d9651672e1aacb54680259a93be558bf","blok mieszkalny",54.7,3,4,1972,53.1438891,23.132717,1.44,21,0.253,0.477,0.313,0.158,0.131,1.22,0.117,"no","no","no","no","yes",375000,292600
"112","Białystok","3234addb5a9daeec87eba7ac490eee38","blok mieszkalny",39.8,2,3,1997,53.11244485,23.14300952,2.33,11,0.515,0.537,0.352,0.339,0.204,1.755,0.116,"no","yes","no","no","yes",355000,292600
"113","Białystok","2f50a122a4ee617b14feebecb0b81f97","blok mieszkalny",74.8,4,4,1997,53.13462016,23.18475718,2.64,23,0.154,0.316,0.275,0.189,0.034,1.071,0.218,"no","yes","no","no","yes",524000,292600
"114","Białystok","6a31473c4297e69358a7947e16c71e6e","kamienica",77.17,3,3,1950,53.1346389,23.16042584,1.02,65,0.3,0.059,0.265,0.049,0.021,0.861,0.076,"no","yes","no","no","yes",639000,292600
"115","Białystok","52fac27add352bf7710fae0057af799e","blok mieszkalny",54.21,3,4,1969,53.14077246,23.13122463,1.25,20,0.165,0.398,0.168,0.298,0.465,0.985,0.16,"no","yes","no","no","yes",345000,292600
"116","Białystok","0f848d24772fdd17f23eb9a6057501d3","blok mieszkalny",62.9,3,8,1982,53.1473,23.1081,2.92,14,0.241,0.967,0.415,0.145,0.322,2.636,0.094,"no","yes","yes","no","yes",369000,292600
"117","Białystok","af366d30c31c39274980ff8b61d81d40","blok mieszkalny",49,3,3,1970,53.12470489,23.1697663,1.9,26,0.232,0.054,0.154,0.178,0.174,0.583,0.117,"no","no","no","no","yes",560000,292600
"118","Białystok","428fbb8fe6bf806af475fd2d3ae74428","kamienica",44.75,2,3,1956,53.12349577,23.1717968,2.08,28,0.121,0.197,0.195,0.205,0.108,0.765,0.067,"no","no","no","no","no",499000,292600
"119","Białystok","283af5ca92d45b33aa8855870207546b","blok mieszkalny",60.5,3,6,2011,53.1072222,23.1254677,3.19,9,0.53,0.657,0.032,0.138,0.439,1.809,0.134,"yes","yes","yes","no","no",560000,292600
"120","Białystok","019270e45b9892e83950166d59057e32","apartamentowiec",57,3,9,2015,53.1396,23.174,2.04,26,0.33,0.64,0.524,0.07,0.099,0.179,0.078,"no","yes","yes","no","yes",649000,292600
