"","city","id","type","squareMeters","rooms","floorCount","buildYear","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"1","Białystok","eaf94159601594546baad7be6e05a5ab","Apartamentowiec",41.62,2,9,2017,1.16,28,0.353,0.237,0.367,0.182,0.208,0.587,0.314,"yes","yes","yes","yes","no",530000,292600
"2","Białystok","1702564ecc190882d6e273f56712c598","Blok mieszkalny",39,2,4,1979,0.59,13,0.346,0.408,0.207,0.175,0.387,0.371,0.179,"no","yes","no","no","yes",320000,292600
"3","Białystok","4158d8ca9bf625cb4fbbe8e6778162f8","Blok mieszkalny",62.8,3,4,1979,2.77,12,0.192,0.514,0.481,0.275,0.325,1.02,0.223,"no","yes","no","no","yes",425000,292600
"4","Białystok","a77b54540f80df1e171359ba970ad914","Blok mieszkalny",30.2,2,4,1972,3.34,3,0.972,1.16,0.661,0.389,0.28,2.665,0.302,"no","no","no","no","yes",310000,292600
"5","Białystok","133e6feb276cec6b0f90e82ac4cd3014","Blok mieszkalny",60,3,4,1985,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"no","yes","no","no","yes",420000,292600
"6","Białystok","7e440b7f6b7a040c3c38b5ab638841af","Blok mieszkalny",75.47,4,8,2010,3.5,2,0.748,0.781,0.908,0.074,0.822,2.496,0.379,"no","yes","yes","no","no",556000,292600
"7","Białystok","8cdec4ee476baab83146f22df96abc90","Blok mieszkalny",52.3,2,4,1986,3.18,14,0.327,1.622,0.11,0.108,0.337,1.571,0.301,"no","yes","no","no","yes",375000,292600
"8","Białystok","315ae48d5904248dbb72711ce015953e","Blok mieszkalny",48.3,2,3,1951,1.25,56,0.137,0.275,0.285,0.189,0.049,0.726,0.165,"no","no","no","no","yes",380000,292600
"9","Białystok","ea0c6b5c2262645f5485240bd58a7774","Blok mieszkalny",58,2,4,1963,0.65,14,0.425,0.284,0.224,0.434,0.024,0.347,0.078,"yes","yes","no","no","yes",389000,292600
"10","Białystok","d686371a0256fbaf9db989fb956e5322","Apartamentowiec",66.09,3,15,2017,2.12,5,0.474,1.049,0.375,0.515,0.241,1.188,0.348,"no","yes","yes","no","yes",749000,292600
"11","Białystok","ba8e6e8eb23e05b83572debe6b5d039c","Blok mieszkalny",57.86,3,4,1974,2.41,19,0.096,0.367,0.073,0.193,0.17,0.536,0.087,"no","yes","no","no","yes",420000,292600
"12","Białystok","7e2af3e8ba76542a21f95554c98f5cac","Blok mieszkalny",64.2,3,3,2002,2.17,13,0.391,0.561,0.224,0.347,0.078,1.529,0.146,"no","yes","no","no","yes",599000,292600
"13","Białystok","3bfb8655a41d8d5504538aa703409046","Apartamentowiec",62,3,7,2022,4.02,1,0.685,1.273,0.796,0.453,1.246,2.915,0.512,"no","no","yes","no","no",679000,292600
"14","Białystok","bcbfcb75bad79c035577c98a14150aaa","Blok mieszkalny",58.5,3,4,1997,1.82,30,0.135,0.424,0.121,0.347,0.203,0.543,0.148,"no","yes","no","no","yes",480000,292600
"15","Białystok","33be56b51269218473d937476c8bf31a","Blok mieszkalny",100.4,4,4,2008,3.46,8,0.437,0.827,0.3,0.219,0.637,1.974,0.31,"yes","yes","no","no","yes",699000,292600
"16","Białystok","42894255db66eefbb291d38a837b5e48","Apartamentowiec",61,3,8,2016,0.7,13,0.1,0.295,0.532,0.332,0.146,0.547,0.336,"yes","yes","yes","yes","yes",579000,292600
"17","Białystok","e1aa6a79d1bca00e2089097feda72042","Blok mieszkalny",52.6,3,4,1995,3.01,9,0.547,0.508,0.213,0.083,0.328,1.645,0.137,"no","yes","no","no","yes",424000,292600
"18","Białystok","5c396487e3416c52eb482d853f63d19a","Apartamentowiec",62,4,4,2019,1.16,13,0.314,0.386,0.521,0.166,0.32,1.037,0.322,"no","yes","yes","no","yes",519000,292600
"19","Białystok","5f8d329135debf6f0d9b7d570f51ec34","Blok mieszkalny",33.92,2,4,1970,2.13,33,0.161,0.397,0.432,0.196,0.228,0.413,0.199,"yes","no","no","no","yes",320000,292600
"20","Białystok","81d9bf6debe2f9ad56264ed8097afa69","Blok mieszkalny",81.8,4,3,1994,3.47,6,0.249,0.731,0.544,0.299,0.137,2.192,0.218,"yes","yes","no","no","yes",480000,292600
"21","Białystok","fd895a46270e1f596e2c1a737a6d5676","Blok mieszkalny",48,2,4,1980,2.62,22,0.157,0.383,0.373,0.113,0.123,2.381,0.18,"no","yes","no","no","yes",295000,292600
"22","Białystok","fba8086c141e0eec0d58fdcb6aa80730","Blok mieszkalny",46.1,2,10,1972,0.99,19,0.174,0.109,0.288,0.343,0.052,0.769,0.398,"no","yes","yes","no","yes",375000,292600
"23","Białystok","a9ef759a5df4af43fe4d9d2a5c64c62a","Blok mieszkalny",72,4,4,1983,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"yes","yes","no","no","yes",440000,292600
"24","Białystok","9a1cb9378d492018742155c10ad0e628","Blok mieszkalny",55,3,4,1995,2.71,20,0.142,0.314,0.191,0.095,0.274,2.463,0.273,"no","yes","no","no","yes",419000,292600
"25","Białystok","37ec27a26f01218f2a8366f9a37bf7b9","Blok mieszkalny",89.6,4,4,1987,3.44,12,0.202,1.782,0.155,0.074,0.322,1.725,0.144,"no","yes","no","no","yes",460000,292600
"26","Białystok","27fc2d3c6edf5caae9a31dd9b5a77c00","Blok mieszkalny",63.25,3,7,2010,1.77,6,0.365,0.782,0.621,0.488,0.557,1.633,0.531,"no","yes","yes","no","yes",599000,292600
"27","Białystok","522b3f23fc92091def155c80dd88444e","Blok mieszkalny",47.8,2,4,1991,2.47,17,0.124,0.596,0.238,0.363,0.073,2.2,0.222,"no","yes","no","no","yes",320000,292600
"28","Białystok","6a31473c4297e69358a7947e16c71e6e","Kamienica",77.17,3,3,1950,1.02,65,0.3,0.059,0.265,0.049,0.021,0.861,0.076,"no","yes","no","no","yes",715000,292600
"29","Białystok","58cff6fb4a07fb374474e78346aea240","Blok mieszkalny",33.92,2,4,1967,1.79,30,0.19,0.704,0.326,0.163,0.123,0.109,0.14,"no","no","no","no","yes",320000,292600
"30","Białystok","fc9a0990a545500a17ca5d10a2ddbee4","Blok mieszkalny",44,2,4,1969,1.94,24,0.1,0.095,0.259,0.049,0.237,0.627,0.184,"no","yes","no","no","yes",436000,292600
"31","Białystok","b1ac08ea7a6738a5e87ac72ec0ce9504","Blok mieszkalny",62,4,4,1975,1.78,29,0.167,0.695,0.302,0.188,0.134,0.116,0.148,"no","yes","no","no","yes",5e+05,292600
"32","Białystok","d1ebefa8986cfb481efccc19e78d7f94","Blok mieszkalny",47.9,2,2,1985,3.08,7,0.512,0.224,0.35,0.427,0.301,2.828,0.455,"no","no","no","no","no",330000,292600
"33","Białystok","0466fcb796da704774f13c016f7cbb96","Blok mieszkalny",57.87,3,3,2009,2.21,26,0.162,0.382,0.255,0.096,0.311,0.967,0.328,"yes","yes","no","no","yes",570000,292600
"34","Białystok","ff9dfc0a67a574330ec92f1572c99540","Apartamentowiec",43.72,2,3,2023,2.22,8,0.27,1.256,0.594,0.376,0.096,1.408,0.197,"no","yes","yes","no","no",519000,292600
"35","Białystok","aa8e2a34c5e4b801b523588947b074eb","Blok mieszkalny",63.74,3,4,1960,1.21,61,0.171,0.246,0.322,0.151,0.053,0.725,0.135,"no","no","no","no","yes",529000,292600
"36","Białystok","8dfa2d63baea89336e39fa01ce3b0dfc","Blok mieszkalny",41.3,2,7,2019,0.58,12,0.347,0.387,0.208,0.191,0.364,0.35,0.158,"yes","no","yes","no","no",494500,292600
"37","Białystok","26da9754572c7b4329dfea7db78b8982","Blok mieszkalny",70,3,4,2010,2.23,8,0.712,0.749,0.534,0.551,0.149,1.832,0.105,"no","yes","no","no","yes",599000,292600
"38","Białystok","9a1238818c60d1925913fcbc9159d906","Apartamentowiec",43.61,2,12,2023,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","yes","yes","no","yes",487000,292600
"39","Białystok","52fac27add352bf7710fae0057af799e","Blok mieszkalny",54.21,3,4,1969,1.25,20,0.165,0.398,0.168,0.298,0.465,0.985,0.16,"no","yes","no","no","yes",345000,292600
"40","Białystok","f16fbc42a87109b19c4156b723ea4703","Apartamentowiec",57.88,3,9,2015,2.04,27,0.331,0.644,0.529,0.07,0.103,0.177,0.079,"no","yes","yes","no","yes",679000,292600
"41","Białystok","0f848d24772fdd17f23eb9a6057501d3","Blok mieszkalny",62.9,3,8,1982,2.92,14,0.241,0.967,0.415,0.145,0.322,2.636,0.094,"no","yes","yes","no","yes",379000,292600
"42","Białystok","df3981fb2c57241e3809a8fd2b25114b","Blok mieszkalny",39.2,2,4,1982,2.63,30,0.33,0.254,0.238,0.262,0.314,1.245,0.198,"no","yes","no","no","no",3e+05,292600
"43","Białystok","98842967e4568a58881c455238ad3cc6","Blok mieszkalny",45.2,3,4,1967,0.33,18,0.062,0.225,0.116,0.23,0.289,0.289,0.261,"no","yes","no","no","yes",349000,292600
"44","Białystok","29652c8c9697d84baa2f6baed164f44b","Blok mieszkalny",31.8,1,4,1960,0.59,45,0.128,0.235,0.268,0.068,0.197,0.558,0.149,"no","yes","no","no","yes",289000,292600
"45","Białystok","8f9d400826d46769f1862fcb552509a6","Blok mieszkalny",41.7,2,2,1995,2.09,7,0.452,1.453,0.87,0.287,0.423,1.795,0.415,"no","yes","no","no","yes",399000,292600
"46","Białystok","af366d30c31c39274980ff8b61d81d40","Blok mieszkalny",49,3,3,1970,1.9,26,0.232,0.054,0.154,0.178,0.174,0.583,0.117,"no","no","no","no","yes",560000,292600
"47","Białystok","c6ccd0892e206a3db23a9011f5352fbe","Blok mieszkalny",60.14,3,4,1989,2.21,13,0.164,0.411,0.335,0.107,0.277,1.931,0.535,"no","yes","no","no","yes",369000,292600
"48","Białystok","34b677c3c885114c848fec830c200c53","Blok mieszkalny",60.2,3,10,1979,2.28,11,0.271,0.286,0.085,0.167,0.319,2.103,0.348,"no","yes","yes","no","yes",370000,292600
"49","Białystok","0847a4b32d159e49395ef73be4d8ab6e","Apartamentowiec",54.06,3,8,2021,2.22,8,0.27,1.256,0.594,0.376,0.096,1.408,0.197,"no","yes","yes","no","yes",465000,292600
"50","Białystok","2cf5958a8e3a4d2e7624aa5ed217879b","Blok mieszkalny",44.5,2,4,1974,1.42,8,0.264,0.534,0.68,0.361,0.396,1.126,0.116,"no","yes","no","no","yes",319000,292600
"51","Białystok","78be554252932b9ced1034c56d02f473","Blok mieszkalny",45,3,4,1967,0.11,28,0.086,0.024,0.309,0.441,0.141,0.166,0.05,"no","yes","no","no","yes",349000,292600
"52","Białystok","057e51fa36bb3874dbc15cf3f69b65c9","Blok mieszkalny",42.2,2,4,1971,1.23,7,0.431,0.686,0.092,0.315,0.579,1.114,0.117,"no","yes","no","no","yes",350000,292600
"53","Białystok","f27c75bcfcecdc339aa613e1b297f42c","Blok mieszkalny",48.1,3,4,1975,2.63,30,0.33,0.254,0.238,0.262,0.314,1.245,0.198,"no","yes","no","no","yes",520000,292600
"54","Białystok","428fbb8fe6bf806af475fd2d3ae74428","Kamienica",44.75,2,3,1956,2.08,28,0.121,0.197,0.195,0.205,0.108,0.765,0.067,"no","no","no","no","no",525000,292600
"55","Białystok","65fe0d532ba2cf6cc52876c8fe20bbf3","Blok mieszkalny",48.48,3,3,2016,3.21,7,0.216,1.101,0.808,0.342,0.188,1.316,0.159,"no","no","no","no","no",455000,292600
"56","Białystok","fe21a6f8c411d81e27d848d4b999eab0","Blok mieszkalny",33.92,2,4,1978,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","no","no","no","yes",320000,292600
"57","Białystok","283af5ca92d45b33aa8855870207546b","Blok mieszkalny",60.5,3,6,2011,3.19,9,0.53,0.657,0.032,0.138,0.439,1.809,0.134,"yes","yes","yes","no","no",560000,292600
"58","Białystok","cee1a5dbdd23fdef122d582c10bc3980","Blok mieszkalny",53.5,2,4,1963,2.24,30,0.107,0.418,0.295,0.126,0.327,0.974,0.314,"yes","yes","no","no","yes",420000,292600
"59","Białystok","019270e45b9892e83950166d59057e32","Apartamentowiec",57,3,9,2015,2.04,26,0.33,0.64,0.524,0.07,0.099,0.179,0.078,"no","yes","yes","no","yes",679000,292600
"60","Białystok","acb830ba6a9f0d5a55bfa71ddf4f4274","Blok mieszkalny",30.7,1,4,1996,2.48,19,0.178,0.628,0.273,0.355,0.155,2.21,0.231,"no","yes","no","no","yes",399000,292600
"61","Białystok","4332caf98604058a61a8a93cad5553fe","Apartamentowiec",67.55,3,13,2012,1.9,18,0.249,0.587,0.162,0.325,0.206,0.783,0.402,"no","yes","yes","no","no",698000,292600
"62","Białystok","39be572a72ca7ccec6fa61cd975f4d27","Apartamentowiec",64.64,3,3,2012,4.21,0,0.657,0.55,0.793,0.741,0.541,2.86,0.52,"yes","no","no","no","no",640000,292600
"63","Białystok","b57ca510f905a56c5542a0387f34b673","Apartamentowiec",47,2,5,2023,2.04,7,0.238,1.379,0.69,0.18,0.148,1.428,0.076,"no","yes","yes","no","no",469000,292600
"64","Białystok","9c7c00510053d90ae52aeccb7aa6cf71","Blok mieszkalny",48.2,2,4,1974,2.94,13,0.111,0.566,0.137,0.17,0.191,1.327,0.159,"no","yes","no","no","yes",375000,292600
"65","Białystok","0f5be7b76f97f69b91c9aa997ae3d153","Blok mieszkalny",41.1,2,4,1970,1.42,15,0.145,0.513,0.22,0.119,0.283,0.39,0.397,"yes","yes","no","no","yes",330000,292600
"66","Białystok","eb754df88aeca083073b0595537d65e4","Apartamentowiec",45.88,3,3,2022,1.58,29,0.203,0.641,0.234,0.472,0.1,0.784,0.028,"no","no","yes","no","no",596440,292600
"67","Białystok","f99a54064499fbc5ba8f915f3a233fa9","Blok mieszkalny",46.8,3,4,1965,0.39,16,0.241,0.217,0.148,0.245,0.251,0.179,0.078,"no","yes","no","no","yes",420000,292600
"68","Białystok","244b889077d396b9b606c4d4eecb6ba5","Blok mieszkalny",47.92,3,4,1991,2.95,9,0.339,1.275,0.112,0.337,0.065,2.65,0.139,"no","yes","no","no","yes",380000,292600
"69","Białystok","444eb3633fa495f5390bd1cf0c589d0f","Blok mieszkalny",45,3,4,1965,0.33,18,0.062,0.225,0.116,0.23,0.289,0.289,0.261,"yes","yes","no","no","yes",349000,292600
"70","Białystok","e616a95dcd57bcaa4673a28ab3025681","Blok mieszkalny",52,3,4,1997,2.27,19,0.207,0.423,0.413,0.158,0.194,2.004,0.423,"no","yes","no","no","yes",425000,292600
"71","Białystok","2f633eeac648315934d921cf724fb543","Blok mieszkalny",50.62,2,4,1950,1.13,62,0.232,0.164,0.337,0.064,0.104,0.771,0.138,"no","yes","no","no","no",350000,292600
"72","Białystok","9f3701de53a7dbcc566de2263ebde4c4","Blok mieszkalny",45.3,3,4,1967,0.1,25,0.077,0.09,0.31,0.442,0.095,0.137,0.106,"no","yes","no","no","no",349000,292600
"73","Białystok","bccc7932aad3e57eee3ded1b1b4b01d5","Apartamentowiec",61.5,2,8,2009,1.01,19,0.232,0.053,0.239,0.181,0.083,0.81,0.021,"no","no","yes","no","no",539000,292600
"74","Białystok","07fc63eee81bbbd105caf4124a977153","Blok mieszkalny",48.2,3,4,1976,2.67,21,0.199,0.114,0.209,0.178,0.292,1.373,0.105,"no","yes","no","no","yes",419000,292600
"75","Białystok","ab2a9dfbe7e3598bd1fb212bff66a4f2","Blok mieszkalny",61.5,3,4,1983,3.79,8,0.191,1.742,0.452,0.34,0.068,2.102,0.259,"no","yes","no","no","yes",399000,292600
"76","Białystok","0e74004f624f8c067b3585f3bd055ef2","Apartamentowiec",35.41,2,10,2023,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","yes","yes","no","yes",449000,292600
"77","Białystok","8695507e1bfaee8c89c15511bb89087c","Apartamentowiec",80.52,4,15,2010,2.68,5,0.454,1.739,1.314,0.233,0.088,2.126,0.674,"yes","yes","yes","no","no",750000,292600
"78","Białystok","d89039b11aa66973f3eb925c6700886a","Blok mieszkalny",61.3,3,4,1992,3.87,6,0.273,1.718,0.531,0.422,0.15,2.183,0.304,"no","yes","no","no","no",399000,292600
"79","Białystok","c88e0af2ab8060bbe678a022d2354a74","Apartamentowiec",60.25,3,5,2023,2.22,8,0.27,1.256,0.594,0.376,0.096,1.408,0.197,"no","yes","yes","no","no",520000,292600
"80","Białystok","2faf9da76153b42d64cdad87118be944","Blok mieszkalny",60.5,3,10,1980,2.03,27,0.247,0.378,0.428,0.369,0.17,0.236,0.124,"yes","yes","yes","no","yes",480000,292600
"81","Białystok","3eb2c55c913eec097b96c0e78908fe7a","Blok mieszkalny",69.3,3,5,2012,2.54,6,0.235,1.731,1.091,0.066,0.096,1.906,0.47,"yes","yes","yes","no","yes",615000,292600
"82","Białystok","beae7744ddf01ab9f058f28c9332061b","Blok mieszkalny",83.1,4,4,1991,1.6,41,0.092,0.66,0.306,0.253,0.002,0.363,0.106,"no","yes","no","no","yes",530000,292600
"83","Białystok","70fddb8c1b5765f9a069b619a6df2b8d","Blok mieszkalny",47.4,2,4,1970,1.44,21,0.253,0.477,0.313,0.158,0.131,1.22,0.117,"no","no","no","no","yes",444000,292600
"84","Białystok","e7ee7df56d542b5af5f95948fa4dd47e","Blok mieszkalny",45,2,4,1960,1.26,42,0.312,0.346,0.384,0.22,0.025,0.575,0.062,"no","no","no","no","yes",399000,292600
"85","Białystok","e89fda2c35d2c39421925773e2b8c0d5","Blok mieszkalny",73,3,7,1991,2.8,12,0.467,0.292,0.482,0.061,0.074,1.606,0.457,"no","yes","yes","no","yes",520000,292600
"86","Białystok","651cc90fc3628671287fe132a35a7003","Blok mieszkalny",56.36,3,4,1996,3.27,8,0.553,0.731,0.048,0.064,0.494,1.885,0.072,"no","yes","no","no","no",559000,292600
"87","Białystok","0070858c2aeff6ca1aa94cfa99289132","Blok mieszkalny",58.6,3,11,1984,2.98,9,0.449,1.159,0.198,0.409,0.404,1.772,0.212,"yes","yes","yes","no","yes",379000,292600
"88","Białystok","a84e472f3f97af1136d3ebe214243f6a","Blok mieszkalny",49.23,2,2,1959,1.68,3,0.149,0.913,0.515,0.754,0.319,1.016,0.483,"no","no","no","no","no",360000,292600
"89","Białystok","0d7896ce6ed726d9f304ec57bf646c52","Blok mieszkalny",57.8,4,4,1976,2.22,20,0.191,0.36,0.269,0.192,0.211,1.136,0.318,"yes","yes","no","no","no",375000,292600
"90","Białystok","a0e7a8a5bf72213e9d390e60cad0e9d7","Blok mieszkalny",48.27,2,4,1959,0.77,58,0.193,0.047,0.077,0.143,0.229,0.738,0.202,"no","yes","no","no","yes",429000,292600
"91","Białystok","3000d163182fb64b2d4989064053af0f","Blok mieszkalny",44.2,2,2,1960,1.01,64,0.289,0.092,0.216,0.133,0.047,0.755,0.187,"no","yes","no","no","yes",442000,292600
"92","Białystok","de8479c6008e76b182cb7cda4f19ed05","Apartamentowiec",54,3,11,2013,2.4,12,0.449,0.484,0.358,0.3,0.271,1.795,0.189,"yes","yes","yes","no","no",569000,292600
"93","Białystok","71bec30fd37e2b21b03a8bdd0af3a8bd","Apartamentowiec",36,2,12,2023,2.13,33,0.157,0.392,0.428,0.201,0.233,0.417,0.204,"no","yes","yes","no","yes",439000,292600
"94","Białystok","185d072bc502304de8ac024aecf56bd0","Blok mieszkalny",72,4,6,1992,3.21,12,0.33,0.587,0.207,0.23,0.448,1.741,0.137,"no","yes","yes","no","no",490000,292600
"95","Białystok","8224d5bdf78ebd889411f86643f256d2","Blok mieszkalny",57.9,4,4,1971,2.64,19,0.075,0.133,0.196,0.052,0.247,1.434,0.097,"no","yes","no","no","no",350000,292600
"96","Białystok","2fbcec5bbfd213108a88ca390da5ca45","Blok mieszkalny",37,2,3,1960,1.37,41,0.161,0.411,0.226,0.302,0.004,0.586,0.059,"no","no","no","no","yes",375000,292600
"97","Białystok","33c539197acfcb15b4d7462fb30f9c3c","Blok mieszkalny",58.3,3,4,1976,2.8,10,0.325,0.61,0.581,0.217,0.454,1.003,0.325,"no","yes","no","no","no",379000,292600
"98","Białystok","c90a6c18ac066ca32800510a47c4cef5","Blok mieszkalny",66.8,4,4,1970,2.51,18,0.109,0.254,0.097,0.093,0.17,1.344,0.096,"no","yes","no","no","yes",4e+05,292600
"99","Białystok","8c17150ba97f5ab3b484f9dc0dad37a3","Blok mieszkalny",48.5,2,4,1988,2.52,20,0.078,0.204,0.164,0.068,0.116,0.924,0.122,"no","yes","no","no","yes",349000,292600
"100","Białystok","7b3f55152cb93e2bab39e522f97a2984","Blok mieszkalny",68.1,3,11,1984,1.15,6,0.101,0.816,0.324,0.224,0.668,1.089,0.253,"yes","yes","yes","no","yes",379000,292600
"101","Białystok","703240e07de6d602de709cc625d7fed2","Blok mieszkalny",65.53,4,3,2017,3.21,7,0.216,1.101,0.808,0.342,0.188,1.316,0.159,"no","yes","no","no","no",589000,292600
"102","Białystok","975e8a9c79de1762c447ae01b8d24519","Blok mieszkalny",50.39,2,4,2022,1.88,32,0.292,0.658,0.459,0.065,0.172,0.137,0.142,"no","yes","yes","no","no",650000,292600
"103","Białystok","a729df0724d0e82b45e9a7303142f471","Blok mieszkalny",48.6,2,11,1979,1.71,23,0.061,0.624,0.145,0.07,0.111,0.068,0.228,"no","yes","yes","no","yes",309000,292600
"104","Białystok","92b2a38e87a18a90f0958f0a3564bcaf","Blok mieszkalny",45.4,3,4,1976,1.48,30,0.123,0.562,0.085,0.187,0.309,0.261,0.231,"no","yes","no","no","yes",450000,292600
"105","Białystok","cbea943cc133b107a1b125bb472de7f9","Blok mieszkalny",58.8,3,4,2001,3.37,15,0.418,0.177,0.2,0.15,0.145,1.856,0.115,"no","yes","no","no","yes",499000,292600
"106","Białystok","65fdb972877cc1db115bbdbb95850be2","Blok mieszkalny",56.36,3,4,1996,3.24,8,0.519,0.688,0.025,0.093,0.484,1.843,0.114,"yes","yes","no","no","yes",565000,292600
"107","Białystok","3e78d7f6d250c586f1f6b7d04b17d359","Blok mieszkalny",30.2,2,4,1970,2.79,9,0.703,1.412,0.378,0.174,0.274,2.267,0.251,"no","no","no","yes","yes",315000,292600
"108","Białystok","c4d17c07ac254daae9ca4127202a0ea8","Blok mieszkalny",58,3,3,1958,0.43,55,0.177,0.283,0.363,0.12,0.14,0.46,0.262,"no","yes","no","no","yes",542000,292600
"109","Białystok","116fceb030d27fd9c49f9e66b2fa1e14","Blok mieszkalny",62.6,3,4,1978,2.09,23,0.243,0.443,0.369,0.313,0.092,1.061,0.424,"no","yes","no","no","yes",505000,292600
"110","Białystok","a30365fad8a644d00b9da43f0b9686bd","Kamienica",44.94,2,3,1960,0.43,54,0.155,0.322,0.256,0.165,0.083,0.428,0.045,"no","yes","no","no","yes",399000,292600
"111","Białystok","6e3eb7bfb53496aa2300583ca395d7f8","Blok mieszkalny",54.1,3,4,1972,1.42,15,0.146,0.511,0.222,0.118,0.281,0.392,0.397,"no","yes","no","no","yes",459000,292600
"112","Białystok","3988f3959412a6beed390f31bf268f8f","Blok mieszkalny",56,3,4,1996,3.24,8,0.519,0.688,0.025,0.093,0.484,1.843,0.114,"yes","yes","no","no","yes",565000,292600
"113","Białystok","7d4f0faa4d30f4c1caf6189e76301d8c","Blok mieszkalny",72,3,3,1980,2.75,17,0.344,0.317,0.517,0.063,0.069,2.527,0.019,"no","yes","no","no","no",438000,292600
"114","Białystok","82e87bc43f9c643d5bb52b70ea9fc1d3","Blok mieszkalny",61.7,3,3,2007,2.45,27,0.194,0.193,0.169,0.284,0.225,1.005,0.212,"yes","yes","no","no","yes",565000,292600
"115","Białystok","2024c2a806c900bc2a5818be56583737","Apartamentowiec",50,2,14,2012,1.28,8,0.25,0.486,0.456,0.344,0.149,0.692,0.597,"no","yes","yes","no","yes",575000,292600
"116","Białystok","0ea2ffd8930194b7561694ec57c87833","Blok mieszkalny",54.3,3,4,1995,3.47,6,0.249,0.731,0.544,0.299,0.137,2.192,0.218,"yes","yes","no","no","yes",379000,292600
"117","Białystok","3758aca8ef1e9003b07834cd52d9ec67","Blok mieszkalny",48.4,3,4,1985,1.74,7,0.066,1.229,0.413,0.233,0.427,1.321,0.32,"no","yes","no","no","yes",429000,292600
"118","Białystok","8c37cacd4ffda8ada9f451261f24c042","Blok mieszkalny",48,3,4,1975,3.04,14,0.096,0.39,0.166,0.218,0.145,1.557,0.166,"no","yes","no","no","yes",379000,292600
"119","Białystok","8426eb6c088540588c75241c75531ad9","Blok mieszkalny",75,4,4,1995,2.53,31,0.341,0.328,0.204,0.321,0.297,1.159,0.215,"no","yes","no","no","yes",524000,292600
"120","Białystok","2eb9e44015caeb7b25877349f1409511","Blok mieszkalny",72.4,3,4,1990,3.45,6,0.338,0.801,0.589,0.384,0.199,2.136,0.248,"no","yes","no","no","yes",429000,292600
"121","Białystok","01823a2a8b7d335b121d0981132a607e","Blok mieszkalny",64,3,2,2001,1.49,37,0.096,0.524,0.101,0.429,0.063,0.577,0.155,"no","no","no","no","no",649000,292600
"122","Białystok","c7c98fc7619aa56c44dee947918bbe9b","Blok mieszkalny",48,2,11,1984,0.93,39,0.167,0.297,0.062,0.11,0.133,0.478,0.122,"no","yes","yes","no","yes",425000,292600
"123","Białystok","e4c2577b30f71c709e474362fbe182f6","Blok mieszkalny",42.6,2,4,1980,3.82,8,0.214,1.822,0.482,0.358,0.114,2.117,0.336,"no","yes","no","no","yes",320000,292600
"124","Białystok","cc110601dfdb8f6cac5d58e6e76af272","Apartamentowiec",49.63,2,7,2012,1.66,16,0.233,0.45,0.583,0.231,0.176,1.465,0.157,"no","yes","yes","no","yes",486000,292600
"125","Białystok","4b2f901bb1ed4ec2600447a5e8dc6e09","Blok mieszkalny",58.71,3,3,2013,2.14,26,0.036,0.229,0.29,0.123,0.249,0.559,0.157,"no","yes","yes","no","no",609000,292600
"126","Białystok","3718cb10744161273c0eb48e2bb4a4e6","Blok mieszkalny",47,3,4,1970,1.78,26,0.377,0.182,0.216,0.223,0.098,0.484,0.09,"no","no","no","no","yes",315000,292600
"127","Białystok","3a8e9818df90a252ba4b144f5a56cbb9","Blok mieszkalny",54.1,3,3,1972,1.36,20,0.183,0.454,0.25,0.073,0.241,0.43,0.376,"no","yes","no","no","yes",459000,292600
"128","Białystok","befb8c0ebfd2bccada5b93748a4b10f2","Blok mieszkalny",62.5,3,4,1997,2.4,12,0.449,0.484,0.358,0.3,0.271,1.795,0.189,"no","yes","no","no","yes",499000,292600
"129","Białystok","143cea59befedf60dc6e88c5bf547a0d","Blok mieszkalny",55,3,3,1998,2.8,12,0.477,0.305,0.477,0.074,0.085,1.596,0.448,"no","yes","no","no","yes",499000,292600
"130","Białystok","f3cf39423c85dc6952eb3ccc20273bca","Blok mieszkalny",54.4,3,4,1969,1.29,21,0.144,0.389,0.146,0.322,0.37,1.041,0.162,"yes","yes","no","no","yes",350000,292600
"131","Białystok","eef2e9b8d4d6c2feed8ae6f4e54cb1f0","Blok mieszkalny",64.8,3,4,1997,3.46,8,0.437,0.827,0.3,0.219,0.637,1.974,0.31,"no","yes","no","no","yes",449000,292600
"132","Białystok","2016138c81ef861874bea3e8facddd3b","Blok mieszkalny",48,3,3,1970,1.98,24,0.065,0.132,0.271,0.063,0.202,0.666,0.178,"yes","no","no","yes","yes",560000,292600
"133","Białystok","9adf6c6745657dc4f3055ae28b2cc51c","Blok mieszkalny",35.5,2,12,2023,2.12,24,0.324,0.555,0.419,0.132,0.053,0.232,0.088,"no","yes","yes","no","yes",449000,292600
"134","Białystok","643c0f111a9fb7787c252980226638b8","Blok mieszkalny",44,2,6,2022,1.29,12,0.245,0.563,0.36,0.341,0.478,1.23,0.172,"no","yes","yes","no","no",555000,292600
