"","city","id","type","squareMeters","rooms","floorCount","buildYear","centreDistance","poiCount","schoolDistance","clinicDistance","postOfficeDistance","kindergartenDistance","restaurantDistance","collegeDistance","pharmacyDistance","hasParkingSpace","hasBalcony","hasElevator","hasSecurity","hasStorageRoom","price","population"
"1519","Gdańsk","0c7482a67a73cacea8a0557d52d274f3","Blok mieszkalny",65.5,3,3,2006,4.69,8,0.308,0.392,0.081,0.145,0.319,3.547,0.74,"no","no","no","yes","no",820000,486345
"1520","Gdańsk","47cfdf451ecfc50cca9fbd325d7ef188","Kamienica",122.33,4,2,1910,2.82,12,0.242,0.082,0.609,0.364,0.169,0.858,0.336,"yes","yes","no","no","yes",1256000,486345
"1521","Gdańsk","1eceaab49a0f240c2010b05185b89cf1","Blok mieszkalny",55.4,4,11,1994,6.67,13,0.436,1.986,0.464,0.352,0.291,2.781,0.105,"no","yes","yes","no","yes",830000,486345
"1522","Gdańsk","de03937e2b10b163a40b6d6c1585651d","Blok mieszkalny",44.62,2,4,1974,6.11,8,0.378,0.966,0.552,0.697,0.358,3.125,0.32,"no","yes","no","no","yes",520000,486345
"1523","Gdańsk","e78a7813bcc277412efe210a59e150ac","Blok mieszkalny",70,3,3,2006,2.51,14,0.182,0.903,0.076,0.242,0.094,2.595,0.03,"no","yes","no","no","yes",759000,486345
"1524","Gdańsk","0717519334bc7e6777800dae83e58130","Blok mieszkalny",44,2,4,1980,6.13,8,0.469,0.992,0.515,0.602,0.379,3.093,0.334,"no","yes","no","no","yes",619000,486345
"1525","Gdańsk","68d801c93407686d598911f5476908f7","Kamienica",97,3,4,1952,0.58,90,0.562,0.359,0.217,0.401,0.055,0.463,0.065,"no","no","no","no","yes",960000,486345
"1526","Gdańsk","328a8a994f0b4488760046900d3c3251","Blok mieszkalny",30.69,1,5,2022,5.47,12,0.491,0.359,1.268,0.301,0.281,2.735,0.309,"no","yes","yes","no","no",460000,486345
"1527","Gdańsk","99b527fa2da51647572b8474ab69baf5","Blok mieszkalny",35,2,3,1973,3.98,7,0.324,3.904,0.463,0.286,1.611,2.933,0.39,"no","yes","no","no","no",399000,486345
"1528","Gdańsk","530faeb71959db02de85fb9873eebd6b","Kamienica",57.9,3,4,1926,5.33,11,0.314,1.021,0.489,0.212,0.089,1.612,0.456,"no","no","no","no","no",625000,486345
"1529","Gdańsk","bc81cdc183d7374acccf2dd55ad0307c","Kamienica",55,2,3,1918,3.96,8,0.178,4.005,0.227,0.256,1.84,2.789,0.066,"no","no","no","no","yes",469000,486345
"1530","Gdańsk","5dd5e8166c7a6df13a1d9d4e0126f7b9","Blok mieszkalny",85,4,5,2022,5.44,5,0.441,1.169,0.554,0.112,0.078,1.776,0.511,"yes","yes","yes","no","yes",1525000,486345
"1531","Gdańsk","5d7b2a7636089082236738b3db78302f","Apartamentowiec",49,2,7,2012,5,5,0.493,1.291,0.628,0.059,0.529,2.306,0.548,"yes","yes","yes","yes","no",625000,486345
"1532","Gdańsk","4534d9bce45e83f4afce100b36bd6f86","Blok mieszkalny",42,2,4,1970,4.07,7,0.152,4.043,0.382,0.067,1.592,2.969,0.224,"no","yes","no","no","yes",399000,486345
"1533","Gdańsk","afd05227129b0bab93f5cdfd978e8500","Kamienica",52.62,3,3,1950,0.61,81,0.452,0.207,0.264,0.352,0.054,0.276,0.1,"no","no","no","no","yes",875000,486345
"1534","Gdańsk","f8f7d1c81a11f76fa64045f526025faa","Kamienica",54.94,2,3,1918,3.65,7,0.385,3.719,0.151,0.485,1.566,2.485,0.306,"no","no","no","no","yes",429000,486345
"1535","Gdańsk","e5e40be369a02768ed52f8c475bcdb82","Apartamentowiec",28.74,1,5,2021,1.01,23,0.138,0.248,0.397,0.2,0.22,0.366,0.071,"no","yes","yes","no","no",568292,486345
"1536","Gdańsk","bbcb635fafbef2ceb7f80cc8df66e2b5","Blok mieszkalny",50,4,5,1980,0.48,80,0.288,0.675,0.211,0.23,0.156,0.958,0.169,"no","yes","yes","no","yes",720000,486345
"1537","Gdańsk","2f0e2ed0d61e30d93ab8b9ad1b2ab919","Apartamentowiec",62.1,3,17,2021,5.28,12,0.298,0.173,1.425,0.112,0.119,2.552,0.144,"no","yes","yes","no","no",1150000,486345
"1538","Gdańsk","d9088cc8584773c72d8bec3afef947cf","Kamienica",93.48,4,2,1900,9.12,21,0.065,1.341,0.096,0.228,0.048,1.377,0.276,"yes","yes","no","no","yes",1550000,486345
"1539","Gdańsk","f7eb983b6cdfd6390774da07a3f1058a","Blok mieszkalny",47.11,2,3,2020,5.15,3,0.446,1.737,0.168,0.416,0.552,2.012,0.747,"yes","yes","no","yes","yes",549000,486345
"1540","Gdańsk","81ac9d36dbf3444d2a3c09ebd2462acc","Blok mieszkalny",70.5,3,4,2011,5.54,7,0.638,2.42,0.13,0.357,0.042,1.783,0.154,"no","yes","no","no","yes",549000,486345
"1541","Gdańsk","e72c095a4a03ad00dec49bcfc77fe210","Kamienica",128,4,3,1905,4.22,50,0.113,0.34,0.401,0.135,0.173,0.198,0.262,"no","yes","no","no","yes",1190000,486345
"1542","Gdańsk","ee7a5b549244e7da6791fa47d163a257","Blok mieszkalny",59.7,3,3,2004,4.18,0,0.611,0.773,0.768,0.795,0.825,3.931,0.961,"no","yes","no","no","no",549223,486345
"1543","Gdańsk","d2db0815f162264ee8039ec8d8dab852","Blok mieszkalny",55.73,3,5,2016,4.33,7,0.555,1.661,0.346,0.265,0.326,2.854,0.108,"no","yes","yes","yes","no",669000,486345
"1544","Gdańsk","de07a05513bb9532766f4ca22053a74f","Blok mieszkalny",55.4,3,4,1960,7.5,16,0.383,0.993,0.472,0.334,0.189,1.72,0.227,"no","yes","no","no","yes",650000,486345
"1545","Gdańsk","f0194514005f54bfec186067804484ab","Apartamentowiec",77.8,3,5,2010,6.7,10,0.451,1.48,0.036,0.037,0.061,2.254,0.391,"no","no","yes","no","yes",999000,486345
"1546","Gdańsk","3d9dcb4a5d771536e70e944a0f52a5f7","Kamienica",51,3,4,1970,0.9,13,0.091,0.247,0.049,0.86,0.168,1.28,0.189,"no","no","no","no","yes",725000,486345
"1547","Gdańsk","b1f923561a09f44024f1169bf0859c59","Blok mieszkalny",52.78,3,10,1980,3,11,0.377,0.947,0.244,0.365,0.162,2.465,0.172,"no","yes","yes","no","yes",540000,486345
"1548","Gdańsk","382d246525c32e4f58791edd8564256b","Blok mieszkalny",36.11,2,4,2022,6.97,1,1.323,2.664,1.004,0.194,0.689,3.185,0.536,"no","no","yes","no","no",349500,486345
"1549","Gdańsk","b14b49aa16e4bc214878416f23d482f1","Blok mieszkalny",85,3,3,1960,4.79,46,0.137,0.175,0.109,0.376,0.16,0.406,0.196,"no","yes","no","no","yes",930000,486345
"1550","Gdańsk","fb7aec9c8c7863910d1359dee34c262e","Blok mieszkalny",54,3,4,1970,6.91,18,0.126,1.815,0.411,0.277,0.139,2.434,0.112,"no","yes","no","no","yes",570000,486345
"1551","Gdańsk","72c7dca363399621c42ae55aa2071232","Apartamentowiec",53.48,3,5,2016,4.84,51,0.271,0.054,0.176,0.102,0.023,0.512,0.186,"no","no","yes","no","yes",1069600,486345
"1552","Gdańsk","25dfb768eeefc4cd7485f61517df92fe","Blok mieszkalny",62,3,2,2005,2.53,5,0.141,1.957,1.028,0.366,0.244,2.959,0.455,"no","yes","no","no","yes",649000,486345
"1553","Gdańsk","5ea58524a2f12032f93379f9fba62174","Kamienica",67.72,3,2,1905,4.88,48,0.288,0.285,0.158,0.477,0.042,0.394,0.162,"no","no","no","no","yes",719000,486345
"1554","Gdańsk","85d9872c78f09e04fa718b2166829a89","Blok mieszkalny",52.35,2,10,1980,5.14,12,0.365,0.95,0.216,0.39,0.193,3.318,0.459,"no","yes","yes","no","yes",518000,486345
"1555","Gdańsk","8f3289dcf708c61202de6f86898dff0b","Kamienica",46,2,3,1926,4.8,17,0.125,0.506,0.285,0.304,0.307,0.948,0.339,"no","no","no","no","yes",549000,486345
"1556","Gdańsk","9c95dc59d906e84bb81f94bfc956ca6d","Blok mieszkalny",34,2,11,1963,7.7,8,0.266,0.506,0.632,0.583,0.145,2.12,0.553,"yes","yes","yes","no","yes",499000,486345
"1557","Gdańsk","b84f92c3b4b740fd5fe35e3c12928435","Apartamentowiec",48.5,2,7,2015,0.61,32,0.207,0.241,0.345,0.568,0.127,1.271,0.28,"no","yes","yes","no","no",990000,486345
"1558","Gdańsk","4b6fb68806bb3138ee40d0d028d0760a","Blok mieszkalny",77.2,4,3,1995,6.53,6,0.343,0.806,0.09,1.366,0.169,2.642,1.12,"no","yes","no","no","yes",899000,486345
"1559","Gdańsk","c780ccae7ec9eeadf2c39f0dc832b9d0","Apartamentowiec",26.5,2,6,2023,0.27,96,0.529,0.726,0.395,0.353,0.052,0.918,0.206,"no","yes","yes","no","no",636000,486345
"1560","Gdańsk","b9b2b573f9318a1806cd21a14f26079b","Apartamentowiec",36.5,2,7,2015,0.61,32,0.207,0.241,0.345,0.568,0.127,1.271,0.28,"no","yes","yes","no","no",750000,486345
"1561","Gdańsk","f8b63fe23cf6cf655fe92343d9657857","Blok mieszkalny",49,3,3,2022,6.14,1,0.75,3.624,1.12,0.841,0.902,2.256,0.459,"no","no","no","no","no",475000,486345
"1562","Gdańsk","34ee5117f777bd0e383f0a9b4e0ae391","Blok mieszkalny",52.7,2,5,2006,3.55,2,0.824,1.335,0.773,0.517,0.866,3.625,0.218,"no","yes","yes","no","yes",525000,486345
"1563","Gdańsk","119a696d579249a67a1e5466538a0dc9","Blok mieszkalny",64.74,3,4,1970,5.53,20,0.403,0.668,0.217,0.254,0.119,1.343,0.193,"no","yes","no","no","yes",699000,486345
"1564","Gdańsk","d3e1f5a51467d4c0b33e9797d4e3b82d","Blok mieszkalny",44.62,2,4,1976,6.12,8,0.383,0.968,0.549,0.691,0.358,3.124,0.32,"no","no","no","no","no",520000,486345
"1565","Gdańsk","797df95d88887028ab2f415dc6480e84","Kamienica",69,3,3,1910,1.03,8,0.338,0.238,0.299,0.615,0.175,1.598,0.503,"yes","no","no","no","no",899000,486345
"1566","Gdańsk","c4525ecbebec9b2802bba30af7f9bb00","Blok mieszkalny",45,2,4,2015,6.85,1,0.687,2.447,0.985,0.804,0.43,1.961,0.5,"no","yes","yes","no","no",680000,486345
"1567","Gdańsk","3ec81e1b476d1459c72cc9f0c0a7998a","Kamienica",87.5,3,5,1950,0.61,59,0.428,0.994,0.509,0.432,0.229,0.864,0.482,"no","yes","no","no","yes",959000,486345
"1568","Gdańsk","5079732ee04e3bb38a8cc982495c45ac","Blok mieszkalny",74,4,3,1930,4.95,32,0.061,0.316,0.221,0.303,0.322,0.849,0.35,"no","no","no","no","yes",630000,486345
"1569","Gdańsk","31234cff96c316b042c5d7ea5f376e28","Blok mieszkalny",53.2,3,10,1980,5.58,9,0.15,0.4,0.211,0.483,0.116,1.544,0.123,"no","yes","no","no","yes",679000,486345
"1570","Gdańsk","dc2f55decfc3a430ae7fabbeb6b4cbbe","Blok mieszkalny",85,4,10,1981,6.47,16,0.184,1.267,0.217,0.192,0.309,2.046,0.238,"no","yes","yes","no","no",1099000,486345
"1571","Gdańsk","6bb9cb91c6b0f1b7bf04d8a94df86870","Blok mieszkalny",60.8,3,17,2021,5.23,12,0.247,0.142,1.472,0.064,0.089,2.512,0.132,"no","yes","yes","no","no",940000,486345
"1572","Gdańsk","070c53b0891eaa8416f33ec86791127b","Kamienica",69.5,3,3,1900,0.58,90,0.562,0.359,0.217,0.401,0.055,0.463,0.065,"no","no","no","no","no",799000,486345
"1573","Gdańsk","2deb2ad3dc76a30f73a16e36daaf07ea","Blok mieszkalny",41.79,2,6,2018,4.74,63,0.351,0.149,0.214,0.058,0.044,0.423,0.085,"no","no","yes","no","no",994000,486345
"1574","Gdańsk","54ca023609607fb6366b2b89e8f3bac6","Blok mieszkalny",63,4,4,1973,9.74,12,0.246,0.298,0.494,0.058,0.099,0.922,0.257,"no","yes","no","no","yes",799000,486345
"1575","Gdańsk","1c201e44900308a44007f9e50c659533","Apartamentowiec",58.87,3,12,2021,7.45,14,0.162,1.798,0.427,0.296,0.041,2.289,0.397,"no","yes","yes","no","no",1440000,486345
"1576","Gdańsk","30d5fd70abd23735ce80c27446da8efe","Apartamentowiec",40,2,6,2023,5.54,32,0.338,0.48,0.635,0.097,0.074,1.123,0.202,"no","no","yes","no","no",885000,486345
"1577","Gdańsk","6b8109e15cd7b263a6f0b83bc45fd8cd","Kamienica",78.7,3,5,1961,0.36,136,0.153,0.475,0.151,0.068,0.111,0.362,0.121,"no","yes","no","no","yes",1080000,486345
"1578","Gdańsk","07f5aeec6838108219ab816f4b68b8cf","Blok mieszkalny",68.84,3,6,2023,1.53,12,0.39,0.312,0.45,1.142,0.101,1,0.287,"no","yes","yes","no","no",998000,486345
"1579","Gdańsk","23a9f7f3a27457d55d2ecffd06ada634","Blok mieszkalny",46.85,2,6,2018,0.56,52,0.692,0.886,0.315,0.542,0.142,0.828,0.123,"no","yes","yes","no","no",989000,486345
"1580","Gdańsk","5304454d6e29f306a6629e8a8c688719","Kamienica",54.99,3,2,1910,9.6,10,0.313,1.321,0.639,0.179,0.308,0.969,0.169,"no","no","no","no","yes",479000,486345
"1581","Gdańsk","f5c46eef41b6941b2137531b0c5c36de","Blok mieszkalny",64.61,3,6,2020,8.13,8,0.367,0.451,0.199,0.203,0.064,1.155,0.513,"no","yes","yes","no","no",1140000,486345
"1582","Gdańsk","ae13b52e9b45ce0035976974cb91610a","Kamienica",55,2,2,1950,0.15,144,0.3,0.647,0.094,0.22,0.071,0.575,0.135,"no","no","no","no","no",865000,486345
"1583","Gdańsk","63c9719666b51acb8fb6db1e77beaf29","Kamienica",61.1,3,3,1900,3.77,21,0.352,0.672,0.023,0.347,0.054,0.298,0.25,"no","no","no","no","yes",589000,486345
"1584","Gdańsk","08eb5a977a1301feca8283651cb0f898","Blok mieszkalny",65.2,3,4,2015,6.52,7,0.97,2.251,0.705,0.345,0.422,3.223,0.524,"no","yes","yes","no","no",629000,486345
"1585","Gdańsk","54fc8a62c48e5adbf111831ec937db9d","Kamienica",57.9,3,3,1956,4.87,34,0.24,0.123,0.041,0.377,0.036,0.535,0.205,"no","no","no","no","yes",463000,486345
"1586","Gdańsk","d161e1012dd30354c9af9117e874cf78","Blok mieszkalny",72.73,3,10,2017,6.24,11,0.358,1.209,0.409,0.252,0.018,2.038,0.327,"no","yes","yes","no","no",1454600,486345
"1587","Gdańsk","30d3b34f90bab1bcdcb1be9ef093406e","Blok mieszkalny",44.25,2,4,1960,3.16,5,0.379,2.444,0.374,0.348,0.984,3.682,0.373,"no","no","no","no","no",439000,486345
"1588","Gdańsk","0c791cb503ca1b06cab507050b3966bc","Blok mieszkalny",55.4,3,13,1975,2.83,4,0.421,0.372,0.165,0.762,0.276,2.527,0.583,"no","no","yes","no","no",498544,486345
"1589","Gdańsk","7a1037320c0d10f90622e9fd4ffabaf6","Blok mieszkalny",65,3,4,1970,0.7,19,0.227,0.588,0.449,0.403,0.395,1.205,0.148,"no","no","no","yes","no",710000,486345
"1590","Gdańsk","b7d6f61d9ffb23d49a5c9d2059789331","Blok mieszkalny",50,3,10,1970,7.83,19,0.225,0.783,0.4,0.107,0.124,1.409,0.114,"no","no","yes","no","no",550000,486345
"1591","Gdańsk","88d491e90af6694ab6d2d26cc909d661","Apartamentowiec",58,3,6,2019,0.76,13,0.182,0.038,0.273,0.663,0.106,1.432,0.354,"no","yes","yes","no","no",1449000,486345
"1592","Gdańsk","804191eebbdc10a630cd5bd073b7483b","Blok mieszkalny",62.8,3,3,2022,7.83,2,1.582,1.504,0.116,0.541,0.457,4.872,0.901,"no","no","no","no","no",510000,486345
"1593","Gdańsk","040d76da9d38f21deaaede8449edf736","Kamienica",27.63,1,2,1907,9.86,8,0.375,1.207,0.618,0.403,0.179,0.819,0.319,"no","no","no","no","no",380000,486345
"1594","Gdańsk","908337405a22ffa78c36308d66491592","Kamienica",49.5,2,2,1920,1.03,8,0.356,0.244,0.321,0.592,0.198,1.619,0.523,"no","no","no","no","no",519000,486345
"1595","Gdańsk","b1c2c877a6aadae63d9809ab56139a3c","Blok mieszkalny",65,3,5,2008,3.57,4,0.83,1.474,0.606,0.615,0.703,3.594,0.349,"no","yes","no","no","no",7e+05,486345
"1596","Gdańsk","a6d59c9185bbb9dc70cdc56e8ac239c5","Blok mieszkalny",100,4,3,2016,5.33,3,0.926,1.044,0.457,0.254,0.738,3.965,0.653,"no","yes","yes","yes","no",1190000,486345
"1597","Gdańsk","24d472f6a9ba88bb58be06eb07c80f86","Apartamentowiec",72.22,3,5,2016,0.48,75,0.585,0.903,0.402,0.436,0.092,0.921,0.174,"no","yes","yes","yes","no",1390000,486345
"1598","Gdańsk","5fd8a7f01ffd647e4f075620e90d8d03","Kamienica",78.27,4,3,1950,0.91,14,0.147,0.337,0.126,0.886,0.105,1.178,0.106,"no","no","no","no","yes",799000,486345
"1599","Gdańsk","397ab4dca1ebc8050898fdcd888f38fe","Blok mieszkalny",61.34,3,7,2022,2.17,5,0.633,0.646,0.213,0.648,0.178,1.5,0.215,"no","no","yes","no","no",1125000,486345
"1600","Gdańsk","2722cb8c58695f1d93a1f8d7543a18ea","Apartamentowiec",72,3,5,2018,4.84,50,0.245,0.034,0.143,0.096,0.055,0.534,0.201,"no","no","yes","no","no",1332000,486345
"1601","Gdańsk","c8dbbb1b5e509491df76d2410edfc2bf","Blok mieszkalny",82,4,5,2022,5.66,1,0.554,0.598,1.176,0.521,0.486,2.976,0.549,"no","no","yes","no","no",980000,486345
"1602","Gdańsk","a3cb80c892e18c4dea86a4550c49ca49","Blok mieszkalny",48.96,3,3,2022,6.03,3,0.82,2.781,0.398,0.718,0.414,1.389,0.426,"no","yes","no","no","no",599000,486345
"1603","Gdańsk","8d86a4849e912c65de34dc9293d4b3ce","Blok mieszkalny",34,2,11,1963,7.63,10,0.28,0.456,0.59,0.647,0.218,2.185,0.616,"no","yes","yes","no","yes",499000,486345
"1604","Gdańsk","7ad8adadc54594e8c77ba9ed9f84cddd","Kamienica",46.73,2,6,1958,4.89,43,0.229,0.147,0.077,0.481,0.074,0.436,0.086,"no","no","yes","no","yes",498000,486345
"1605","Gdańsk","3ec403ca72b4ba2d32f8d4e61c997ecc","Kamienica",92.57,4,4,1923,4.57,44,0.225,0.103,0.156,0.126,0.084,0.533,0.214,"no","no","no","no","yes",1390000,486345
"1606","Gdańsk","efb436ac01bc69ead45f0c57b9e6cdb7","Blok mieszkalny",60,2,6,2012,5.69,34,0.497,0.612,0.503,0.099,0.062,1.255,0.094,"no","no","yes","no","no",1040000,486345
"1607","Gdańsk","c4412a9ea2c0b76527633ded98b9e363","Blok mieszkalny",45.6,2,2,2012,6.49,7,0.899,2.243,0.741,0.408,0.357,3.288,0.595,"no","no","yes","no","no",450000,486345
"1608","Gdańsk","f40f61995ffe85b1a51cb17ebe59b624","Blok mieszkalny",68.4,3,4,2011,6.68,0,0.738,2.348,0.782,0.794,0.674,1.48,0.864,"no","yes","no","yes","yes",699000,486345
"1609","Gdańsk","686bbc9689abc18a87ef8370f07a7b4f","Blok mieszkalny",62.2,3,4,1993,5.91,6,0.16,1.773,0.075,0.168,0.38,4.052,0.506,"no","yes","no","no","yes",579000,486345
"1610","Gdańsk","44cc65a67982406e80a91e7d522b0e40","Blok mieszkalny",147.8,6,3,1997,1.84,11,0.219,0.62,0.11,0.733,0.439,1.642,0.28,"no","yes","no","no","no",1330200,486345
"1611","Gdańsk","bece271f3ef1fd82c42ff86d27231d5c","Blok mieszkalny",52.82,3,4,1967,6.3,5,0.344,1.26,0.396,0.249,0.54,3.107,0.273,"no","yes","no","no","yes",585000,486345
"1612","Gdańsk","5228cedabb5ba490954aeda7c144beef","Blok mieszkalny",83.41,4,3,2016,5.37,3,0.952,1.083,0.414,0.257,0.709,3.978,0.609,"no","yes","yes","no","no",1190000,486345
"1613","Gdańsk","9eac55ac6f4017c46242e04e8ab4429d","Kamienica",113,4,2,1908,9.57,12,0.151,1.402,0.506,0.298,0.235,1.131,0.352,"no","no","no","no","no",1599000,486345
"1614","Gdańsk","df8ae0e8b547a0d0a396f6eeb110e165","Blok mieszkalny",93,4,3,2013,6.06,1,0.656,2.64,0.517,0.867,0.441,1.226,0.561,"no","no","no","no","no",875000,486345
"1615","Gdańsk","987996475b44fba4df66ac750a32997b","Blok mieszkalny",53.13,2,3,2021,7.42,1,1.516,2.637,1.02,0.186,0.929,3.627,1.096,"no","yes","yes","yes","no",590000,486345
"1616","Gdańsk","c02d7958b5bdaae8e079569498099197","Blok mieszkalny",83.41,4,3,2016,5.42,3,0.929,1.123,0.359,0.227,0.658,3.953,0.554,"no","yes","yes","no","no",1190000,486345
"1617","Gdańsk","762515a8db8e920129016ae0f18957cc","Kamienica",66.9,2,3,1954,6.22,9,0.288,1.093,0.21,0.471,0.06,1.84,0.18,"yes","yes","no","no","yes",890000,486345
"1618","Gdańsk","487c82559838a8ec9896ec7aa37b7847","Blok mieszkalny",56,3,10,1980,9.1,15,0.289,0.394,0.328,0.289,0.4,0.341,0.108,"no","no","yes","no","no",599000,486345
"1619","Gdańsk","1ce907834784b72c6a1ac156c79d360f","Blok mieszkalny",56.1,3,3,2008,6.63,3,1.015,2.435,0.323,0.743,0.22,1.055,0.64,"no","yes","no","yes","no",656000,486345
"1620","Gdańsk","1161855c013f093baabe4a54edc47d6d","Blok mieszkalny",78,3,4,1960,6,2,0.386,0.979,0.564,0.358,0.685,2.837,0.523,"no","yes","no","no","yes",869000,486345
"1621","Gdańsk","2dec0160b94b86542c44b03a36680776","Apartamentowiec",60.32,3,4,2017,4.48,1,0.838,1.285,0.687,0.718,0.401,1.465,0.883,"no","yes","yes","yes","no",1250000,486345
"1622","Gdańsk","bbb5f7fc0163cecfed03fe6a5c0ed1e8","Blok mieszkalny",83.41,4,3,2016,5.37,3,0.952,1.083,0.414,0.257,0.709,3.978,0.609,"no","yes","yes","no","no",1190000,486345
"1623","Gdańsk","d9b0d6c08c9c26ed2508be6b942bcbaa","Kamienica",64.07,3,3,1950,0.35,103,0.415,0.744,0.103,0.061,0.005,0.794,0.177,"no","no","no","no","yes",1088000,486345
"1624","Gdańsk","b4cde3470a0310afa0671776db34d7fc","Blok mieszkalny",58,3,5,2019,0.75,56,0.212,0.157,0.344,0.32,0.076,0.066,0.132,"no","yes","no","no","no",1250000,486345
"1625","Gdańsk","ca4a86f918f6ca90ffacda894b58b43b","Kamienica",51,3,3,1945,0.91,13,0.096,0.239,0.042,0.859,0.153,1.295,0.205,"no","no","no","no","no",729000,486345
"1626","Gdańsk","ad44969243309b7f4568067cb53275d6","Blok mieszkalny",49.9,2,6,2003,5.68,32,0.543,0.749,0.33,0.014,0.035,1.368,0.263,"no","yes","yes","no","yes",749000,486345
"1627","Gdańsk","b69a77ecda67d4d56eee361bfe00ed24","Blok mieszkalny",83,4,3,2016,5.4,3,0.916,1.117,0.389,0.288,0.681,4.013,0.584,"no","yes","no","no","no",1190000,486345
"1628","Gdańsk","d2d8e77ea10dc43b51a7f7ced0e58804","Blok mieszkalny",40.64,2,5,2022,6,2,0.497,2.477,0.587,0.784,0.339,1.214,0.636,"no","no","yes","no","no",490000,486345
"1629","Gdańsk","700a766adcde964e2938659eec881b60","Blok mieszkalny",44,2,5,2015,4.01,13,0.442,0.366,0.412,0.445,0.135,3.059,0.024,"no","yes","no","no","no",660000,486345
"1630","Gdańsk","5757e4583c9d12affb63f641b024db47","Kamienica",66,2,4,1910,0.91,19,0.12,0.513,0.492,0.599,0.25,1.15,0.369,"no","yes","no","no","no",760000,486345
"1631","Gdańsk","f65611ba3bf32fc764022257f53e3f23","Apartamentowiec",58,3,5,2019,0.75,56,0.212,0.157,0.344,0.32,0.076,0.066,0.132,"no","yes","yes","no","no",1250000,486345
"1632","Gdańsk","b1c2b13f142964a061e6f0e59fe04dbd","Blok mieszkalny",63.6,4,4,1970,4.06,7,0.299,1.223,0.167,0.301,0.428,2.133,0.277,"no","no","no","no","yes",649000,486345
"1633","Gdańsk","552c02cdc1ef2f5806dc1458f0bd60a1","Blok mieszkalny",40.64,2,5,2022,5.91,3,0.494,2.475,0.462,0.807,0.273,1.326,0.511,"no","yes","yes","no","no",494000,486345
"1634","Gdańsk","5a071c57f639713e65bf38d338860730","Apartamentowiec",64,3,5,2021,5.66,1,0.562,0.598,1.187,0.518,0.482,2.977,0.55,"no","no","yes","no","no",1230000,486345
"1635","Gdańsk","04e802da4834da99a90a4d9aea4d2e88","Apartamentowiec",49,2,5,2022,1.04,9,0.513,1.061,0.644,0.648,0.206,1.042,0.907,"no","yes","yes","no","no",881100,486345
"1636","Gdańsk","a35024dcbba49d56300b1accc7c7da90","Blok mieszkalny",30.4,1,3,2000,5.1,6,0.532,0.736,0.387,0.405,0.461,2.597,0.119,"no","no","no","no","yes",350000,486345
"1637","Gdańsk","dcd7eb96c4b4ebcb00caefeb7adedd01","Kamienica",51,3,3,1945,0.88,13,0.078,0.189,0.084,0.812,0.148,1.328,0.231,"no","no","no","no","yes",729000,486345
"1638","Gdańsk","f5fb79aa0c4bc8ea5126a6cfffbc1d41","Blok mieszkalny",64,3,3,2013,4.66,8,0.497,0.445,0.419,0.518,0.358,2.846,0.253,"no","yes","yes","no","no",699000,486345
"1639","Gdańsk","fab228e9c2d41a3887468f97174da380","Kamienica",75,3,3,1956,0.93,11,0.429,0.627,0.123,0.971,0.124,0.854,0.253,"no","no","no","no","no",639000,486345
"1640","Gdańsk","8647a103d673b2e310fc5d26cb80af07","Blok mieszkalny",34,2,10,1970,7.63,9,0.281,0.453,0.588,0.652,0.223,2.189,0.621,"yes","yes","yes","no","yes",512000,486345
"1641","Gdańsk","35b01c5a604f7a225e655f492d4f59a0","Kamienica",54.3,2,2,1935,1.29,4,0.089,1.523,0.621,0.294,0.635,0.679,0.691,"no","no","no","no","yes",590000,486345
"1642","Gdańsk","473cacbd930df701201854635314f8a4","Blok mieszkalny",57,4,4,1980,4.01,13,0.442,0.366,0.412,0.445,0.135,3.059,0.024,"no","yes","no","no","yes",892000,486345
"1643","Gdańsk","fe6d126254aa6580bd2b138debd87c41","Kamienica",75,3,4,1956,0.91,13,0.428,0.62,0.109,0.962,0.115,0.857,0.247,"no","no","no","no","yes",669000,486345
"1644","Gdańsk","7aa496fd512a99e800244d217b80c00d","Blok mieszkalny",79,4,3,2006,5.88,4,0.282,1.989,0.135,0.245,0.657,1.324,1.159,"yes","yes","no","no","yes",579000,486345
"1645","Gdańsk","f6396a1e3398d4be2ab40e8a14b64db6","Blok mieszkalny",78,3,4,1970,6.63,21,0.251,1.534,0.154,0.262,0.263,3.456,0.156,"no","no","no","no","no",859900,486345
"1646","Gdańsk","e71b746b71041013bc3e870f068427f9","Blok mieszkalny",42.1,2,4,1967,4.01,9,0.265,4.082,0.317,0.324,1.846,2.828,0.166,"no","no","no","no","yes",385000,486345
"1647","Gdańsk","ed3ad375ccc607a18592fd61841e9bd3","Blok mieszkalny",87.65,4,2,2021,4.34,5,0.417,1.513,0.31,0.253,0.238,1.892,0.412,"no","no","yes","no","no",1399000,486345
"1648","Gdańsk","249b415d4ba196376f468253bcd2fbd6","Kamienica",38.49,2,3,1960,0.26,148,0.449,0.629,0.063,0.127,0.007,0.619,0.123,"no","no","no","no","yes",825000,486345
"1649","Gdańsk","e67d7e2aa55c60f133697792546b7f2f","Apartamentowiec",48.39,2,5,2022,4.43,0,0.59,0.575,1.458,0.686,0.774,2.122,0.797,"no","yes","yes","no","no",627134,486345
"1650","Gdańsk","226f7a92457268414d386ef8eeceb4c4","Apartamentowiec",64.12,3,5,2021,5.66,1,0.554,0.598,1.176,0.521,0.486,2.976,0.549,"no","yes","yes","no","no",830995,486345
